RND,model,MSE,LPIPS_alex,LPIPS_vgg,LPIPS_squeeze,LPIPS_alex_norsz,LPIPS_vgg_norsz,LPIPS_squeeze_norsz
0,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Gaussian,0.011793078,0.32897305488586426,0.42304521799087524,0.25995004177093506,0.19431500136852264,0.3669235408306122,0.2827582061290741
0,Delta,0.040449645,0.43604540824890137,0.5720566511154175,0.3733880817890167,0.2535851299762726,0.45862483978271484,0.287927508354187
1,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Gaussian,0.018432625,0.4341719150543213,0.4600527286529541,0.34205150604248047,0.32138341665267944,0.4751776158809662,0.3739222288131714
1,Delta,0.05742197,0.37249791622161865,0.4387344419956207,0.27665606141090393,0.20976361632347107,0.3947070837020874,0.1612551063299179
2,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Gaussian,0.01005387,0.33321449160575867,0.38142260909080505,0.26165783405303955,0.16926954686641693,0.3671383857727051,0.2756848633289337
2,Delta,0.027925484,0.3085314929485321,0.41941580176353455,0.23505806922912598,0.16051937639713287,0.3490064740180969,0.16135291755199432
3,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Gaussian,0.02129483,0.3856755793094635,0.4078770577907562,0.3038741648197174,0.24799171090126038,0.4510152339935303,0.36578160524368286
3,Delta,0.10983873,0.5084454417228699,0.6126866936683655,0.44971588253974915,0.3637687861919403,0.5418736338615417,0.3506653606891632
4,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Gaussian,0.014141239,0.3250550925731659,0.4159603416919708,0.28182265162467957,0.2360909879207611,0.3966277241706848,0.2643546462059021
4,Delta,0.052105587,0.37668734788894653,0.472443163394928,0.29997482895851135,0.1861831247806549,0.36508846282958984,0.18918992578983307
5,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gaussian,0.010937259,0.3011094629764557,0.3481389284133911,0.23963810503482819,0.17571526765823364,0.30336523056030273,0.2171964943408966
5,Delta,0.05313548,0.3378455936908722,0.4245699346065521,0.25210314989089966,0.14504332840442657,0.3483428359031677,0.17876148223876953
6,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Gaussian,0.009047437,0.2862907648086548,0.38686442375183105,0.26224270462989807,0.19529446959495544,0.3480741083621979,0.23319505155086517
6,Delta,0.023139589,0.30907052755355835,0.4158238470554352,0.2623994052410126,0.11204799264669418,0.3355172872543335,0.17946983873844147
7,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Gaussian,0.011700251,0.3566741347312927,0.38633400201797485,0.27199414372444153,0.18568414449691772,0.362718790769577,0.299275279045105
7,Delta,0.056548297,0.4652501344680786,0.55051589012146,0.36935997009277344,0.34567001461982727,0.4717068672180176,0.3035649359226227
8,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Gaussian,0.009089064,0.3269379138946533,0.4014403223991394,0.2837560772895813,0.15787965059280396,0.3731219172477722,0.28452280163764954
8,Delta,0.0468636,0.3252539336681366,0.43948766589164734,0.2558992803096771,0.11979538202285767,0.3181137144565582,0.15317800641059875
9,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Gaussian,0.01616525,0.4445734918117523,0.49690648913383484,0.3673379123210907,0.4028332233428955,0.5244799852371216,0.37093985080718994
9,Delta,0.07952563,0.4570734202861786,0.5471134781837463,0.35608625411987305,0.28980687260627747,0.47000259160995483,0.2977694869041443
10,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Gaussian,0.013532932,0.3544965386390686,0.42008858919143677,0.29325219988822937,0.17973946034908295,0.43247729539871216,0.31139886379241943
10,Delta,0.054596826,0.41071081161499023,0.5545575618743896,0.3546069860458374,0.3240469694137573,0.4913945198059082,0.23628734052181244
11,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Gaussian,0.011192713,0.34037598967552185,0.38695675134658813,0.2640135884284973,0.2008405327796936,0.3617491126060486,0.29414159059524536
11,Delta,0.041770756,0.3673383593559265,0.49027952551841736,0.29238030314445496,0.19072625041007996,0.367267906665802,0.22429120540618896
12,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
