,epoch,sigma,name,St_EV,St_EV_std,St_EV_rev,St_EV_rev_std,Dt_EV,Dt_EV_std,Dt_EV_rev,Dt_EV_rev_std,St_Var,St_Var_std,Dt_Var,Dt_Var_std
0,0,0.01,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,49550.359375,20526.166015625,3097.52099609375,1283.32177734375
1,0,0.01,mean isotropic,-5865611.5,964570.0,0.0008013984188437462,6.670854054391384e-05,0.06166088953614235,0.15435107052326202,-12.600484848022461,6.018896102905273,289734852608.0,128218759168.0,212.86273193359375,2.3584836526424624e-05
2,0,0.01,mean + std isotropic,0.912977933883667,0.042982786893844604,0.9180812835693359,0.03796275705099106,1.0,6.5886629485589765e-09,1.0,6.5886629485589765e-09,52509.53125,23237.4765625,3097.537109375,1283.295166015625
3,0,0.01,gaussian,-807.7340087890625,381.2165222167969,0.0014720094623044133,0.000840506050735712,0.9998706579208374,6.099754318711348e-05,0.9998706579208374,6.107211083872244e-05,33707848.0,1902392.25,3097.8662109375,1284.3218994140625
4,0,0.01,gaussian regularize,-316.74298095703125,147.3008575439453,0.002454406814649701,0.002108335494995117,0.9999491572380066,2.35694351431448e-05,0.9999491572380066,2.3595614038640633e-05,13293524.0,988268.5625,3098.07763671875,1284.3231201171875
5,0,0.01,gmm delta,-2950.579345703125,1373.9132080078125,0.0004120379453524947,0.0003807361936196685,0.9995278120040894,0.0002198449510615319,0.9995279312133789,0.00021998482407070696,122888144.0,1563901.375,3098.7216796875,1284.2716064453125
6,0,0.01,gmm_20_mode,-2282.099023906194,1012.1431332522234,0.0004666023622859753,0.00020524314371798359,0.999634759279825,0.0001619545927734648,0.9996348187275479,0.0001620883111184411,95739500.3118838,3301187.1763357404,3098.6059861987796,1284.3117793593312
7,0,0.01,gmm_10_mode,-2096.0861255233353,931.6110113522446,0.0004885285389497793,0.00023941479902829586,0.9996645169437905,0.00014906782627312795,0.9996645629220104,0.00014920183751027544,87975819.51018254,4533270.339904123,3098.5746264512177,1284.3548599699118
8,0,0.01,gmm_5_mode,-1702.3513377840327,784.961681728653,0.0006088425770387568,0.00030997767474061333,0.9997275045315794,0.00012560216161692947,0.9997275218755174,0.00012572799325087647,71460743.43144384,8766698.604857929,3098.4101414532847,1284.3611516783371
9,0,0.01,gmm_2_mode,-1096.4011111748284,561.5487169507841,0.000998082273875647,0.00046990013455199675,0.9998244411411672,8.985602507141629e-05,0.9998244264599416,8.997054149016685e-05,45292990.48173552,4164341.4490108555,3098.0898001644377,1284.3336545546872
10,0,0.01,gmm_1_mode,-709.453426995068,334.27961018592816,0.0015877781335833026,0.000955123896311624,0.999886344451328,5.348876179550816e-05,0.9998863286353199,5.355259713502938e-05,29623688.754953213,1723310.4988019369,3097.8888049382895,1284.3219499870684
11,0,0.02,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,49671.0390625,19005.744140625,3104.1416015625,1187.8367919921875
12,0,0.02,mean isotropic,-361084.625,60710.26171875,0.0032292702235281467,0.00027173233684152365,0.07551716268062592,0.15546125173568726,-12.37186050415039,5.437354564666748,17847246848.0,7256193536.0,212.86273193359375,2.6928064471576363e-05
13,0,0.02,mean + std isotropic,0.9163239002227783,0.039579249918460846,0.9204325675964355,0.03447335213422775,0.9999997615814209,1.1031239921521774e-07,0.9999997615814209,1.1039894332043332e-07,51620.23046875,20987.349609375,3104.301025390625,1187.8240966796875
14,0,0.02,gaussian,-288.19293212890625,120.88316345214844,0.0038442404475063086,0.002132872585207224,0.9992595911026001,0.0003095244464930147,0.9992594718933105,0.00031061924528330564,12423620.0,624059.625,3106.279296875,1191.6402587890625
15,0,0.02,gaussian regularize,-204.6873016357422,85.51261901855469,0.00443886686116457,0.0029808504041284323,0.9994733333587646,0.00021895908867008984,0.9994733333587646,0.00021968362852931023,8848350.0,516459.1875,3106.544921875,1191.640625
16,0,0.02,gmm delta,-718.09765625,307.7600402832031,0.0015929709188640118,0.0009837810648605227,0.9981589317321777,0.0007880302146077156,0.998160719871521,0.0007894310401752591,30746004.0,402524.03125,3109.1220703125,1191.8265380859375
17,0,0.02,gmm_20_mode,-634.1085797572,262.77486888171927,0.0017507034212591033,0.0006971409475856518,0.9983739270450546,0.0006728482755558859,0.9983752749518611,0.0006744420122067541,27289357.633784756,793605.5907746202,3108.7105817232687,1191.6255685597198
18,0,0.02,gmm_10_mode,-587.5759567700054,242.36588188972772,0.0018675239231875187,0.0007784060993969935,0.9984930653475029,0.0006205889404247952,0.9984941337922071,0.0006222457546807582,25326369.784821816,1113431.048161331,3108.4559916947455,1191.6793716929737
