RND,model,MSE,LPIPS_alex,LPIPS_vgg,LPIPS_squeeze,LPIPS_alex_norsz,LPIPS_vgg_norsz,LPIPS_squeeze_norsz
25,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Gaussian,0.0095890565,0.2788125276565552,0.3659448027610779,0.2158951461315155,0.07536395639181137,0.2626499533653259,0.2618345022201538
25,GMM,0.010351372,0.3077971637248993,0.40750062465667725,0.24933785200119019,0.0776791051030159,0.30766502022743225,0.33722150325775146
25,Delta,0.048232585,0.4232734143733978,0.5575035214424133,0.3068945109844208,0.09347222745418549,0.48871922492980957,0.26746058464050293
26,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gaussian,0.015497341,0.3107251524925232,0.41193240880966187,0.24110493063926697,0.054687559604644775,0.4077378511428833,0.27528995275497437
26,GMM,0.013317569,0.2870405614376068,0.4089083671569824,0.2258901298046112,0.03716917335987091,0.3829619288444519,0.24272853136062622
26,Delta,0.037404526,0.3536923825740814,0.47726181149482727,0.24544614553451538,0.03544895723462105,0.39354032278060913,0.17080149054527283
27,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Gaussian,0.013949573,0.35986724495887756,0.4491737484931946,0.3168775737285614,0.060760971158742905,0.4441794157028198,0.314412921667099
27,GMM,0.009652288,0.31831085681915283,0.4158397316932678,0.2765662670135498,0.04466041550040245,0.4236781895160675,0.3052918016910553
27,Delta,0.041291643,0.41486382484436035,0.5179347395896912,0.34374377131462097,0.21018128097057343,0.4222193956375122,0.2568244934082031
28,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Gaussian,0.013620208,0.39328235387802124,0.4729268550872803,0.32574206590652466,0.11236751079559326,0.4726458787918091,0.35260364413261414
28,GMM,0.010146634,0.3154442608356476,0.42218852043151855,0.2577616274356842,0.06361536681652069,0.39113277196884155,0.28388458490371704
28,Delta,0.043244973,0.3940844237804413,0.5113598108291626,0.29598838090896606,0.09645267575979233,0.421782910823822,0.20248275995254517
29,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Gaussian,0.019288832,0.4007435441017151,0.4639893174171448,0.30419594049453735,0.07625740766525269,0.44995638728141785,0.3603447675704956
29,GMM,0.015096228,0.35216161608695984,0.43033963441848755,0.2750030755996704,0.05600016936659813,0.3993024230003357,0.3460041880607605
29,Delta,0.049232837,0.5667577385902405,0.7165822386741638,0.42748087644577026,0.1979062706232071,0.6558611392974854,0.2884765863418579
30,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Gaussian,0.011623268,0.32853963971138,0.3877963423728943,0.19335195422172546,0.09700647741556168,0.41130542755126953,0.29948559403419495
30,GMM,0.009383415,0.300608366727829,0.37002623081207275,0.17626091837882996,0.07614050805568695,0.3418102562427521,0.24890394508838654
30,Delta,0.047871288,0.4707774519920349,0.5579470992088318,0.3351268172264099,0.16506844758987427,0.4948454797267914,0.3187308609485626
31,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Gaussian,0.011952621,0.3724062442779541,0.41880059242248535,0.2815731167793274,0.13170884549617767,0.5027265548706055,0.32089072465896606
31,GMM,0.008148058,0.32924872636795044,0.3849918246269226,0.24997752904891968,0.10065636038780212,0.45183485746383667,0.2560296654701233
31,Delta,0.06642833,0.44560790061950684,0.5429138541221619,0.37758323550224304,0.1655830442905426,0.5333529710769653,0.22929568588733673
32,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Gaussian,0.012581535,0.3211768567562103,0.4453186094760895,0.24433082342147827,0.04852144047617912,0.394679456949234,0.24351146817207336
32,GMM,0.01109295,0.285116970539093,0.4260399043560028,0.22688591480255127,0.029836952686309814,0.3641342222690582,0.19395337998867035
32,Delta,0.0500004,0.45837146043777466,0.6240543127059937,0.4154481589794159,0.145887091755867,0.5308336019515991,0.29987215995788574
33,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Gaussian,0.027968809,0.3534909188747406,0.4510156214237213,0.2798304855823517,0.03774947673082352,0.42421555519104004,0.2546382248401642
33,GMM,0.026646271,0.35480841994285583,0.4485098719596863,0.2808431088924408,0.04414502903819084,0.4267837405204773,0.24064919352531433
33,Delta,0.0978091,0.4107418656349182,0.5387991666793823,0.31516921520233154,0.042224980890750885,0.4162808656692505,0.12337125837802887
34,EDM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Gaussian,0.018108157,0.5290002226829529,0.5250364542007446,0.4939805865287781,0.2405492514371872,0.5282565951347351,0.37725257873535156
34,GMM,0.015590158,0.4820331931114197,0.4779099225997925,0.4394785463809967,0.17001207172870636,0.4866454601287842,0.3672075867652893
