,epoch,sigma,name,St_EV,St_EV_std,St_EV_rev,St_EV_rev_std,Dt_EV,Dt_EV_std,Dt_EV_rev,Dt_EV_rev_std,St_Var,St_Var_std,Dt_Var,Dt_Var_std,St_residual,St_rev_residual,Dt_residual,Dt_rev_residual
0,400000,0.01,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,15008606.0,3735292.5,785.5469970703125,405.9891052246094,0.0,0.0,0.0,0.0
1,400000,0.01,mean isotropic,-5294.2236328125,2751.052490234375,0.0008335326565429568,0.0006544470088556409,0.028604675084352493,0.12911054491996765,-29.839134216308594,16.794384002685547,76477980672.0,41621716992.0,24.78412628173828,2.248995542686316e-06,5295.2236328125,0.999166467343457,0.9713953249156475,30.839134216308594
2,400000,0.01,mean + std isotropic,0.0009016393451020122,0.0006490247906185687,-1638.934814453125,1508.9483642578125,0.9997440576553345,0.00021617334277834743,0.999744176864624,0.0002153580862795934,12432.83203125,6766.33740234375,785.3895263671875,405.6423034667969,0.999098360654898,1639.934814453125,0.00025594234466552734,0.00025582313537597656
3,400000,0.01,gaussian,0.38254475593566895,0.4191870093345642,-0.4929485619068146,0.6806211471557617,0.9998555183410645,0.00012360034452285618,0.9998555183410645,0.00012346866424195468,6683108.5,3731701.75,785.4457397460938,405.9287414550781,0.617455244064331,1.4929485619068146,0.00014448165893554688,0.00014448165893554688
4,400000,0.01,gaussian regularize,0.36090195178985596,0.189219668507576,-3.1698527336120605,2.3076956272125244,0.9998407959938049,0.0001364175695925951,0.9998408555984497,0.00013611174654215574,2953196.5,1949040.625,785.4957275390625,405.92913818359375,0.639098048210144,4.1698527336120605,0.00015920400619506836,0.00015914440155029297
5,400000,0.01,gmm delta,-0.23671376705169678,0.7802020311355591,0.47944602370262146,0.11967264115810394,0.9997240304946899,0.0002017783117480576,0.9997241497039795,0.0002013458142755553,30729744.0,794754.875,785.6859741210938,405.9735107421875,1.2367137670516968,0.5205539762973785,0.0002759695053100586,0.0002758502960205078
6,400000,0.01,gmm_200_mode_8_rank,-1748.3533735491037,1103.318678470226,0.0024742773070020045,0.0015700249800998291,0.655786324556031,0.15635496851840075,0.39065228304071153,0.49269171956957747,23727562074.84153,11287090619.778687,557.37511036094,363.9017859420242,1749.3533735491037,0.997525722692998,0.34421367544396897,0.6093477169592885
7,400000,0.01,gmm_200_mode_16_rank,-1320.46963820275,840.2201622762454,0.0031758325322975975,0.002014580766869844,0.7362404325639266,0.12870575402431636,0.5974388647721094,0.2968631052608785,17768490242.488327,7953468077.284426,611.4975466689988,386.22632872618965,1321.46963820275,0.9968241674677024,0.2637595674360734,0.4025611352278906
8,400000,0.01,gmm_200_mode_32_rank,-876.284985701486,550.4894884549337,0.004602646834313811,0.011968002706306873,0.8189597742313144,0.09716080454205318,0.7598509609608985,0.17328961787340535,11724086971.231068,4782785270.07189,669.5709490972383,400.1263339445378,877.284985701486,0.9953973531656862,0.18104022576868561,0.24014903903910145
9,400000,0.01,gmm_200_mode_64_rank,-468.4325103080775,300.66468794565253,0.0075285589100730545,0.013034684355771613,0.8966972439332888,0.0661934913105467,0.8782074274849101,0.09290454418729681,6242954286.836702,2475037776.7524085,723.7149700437587,409.58943849421894,469.4325103080775,0.9924714410899269,0.10330275606671124,0.1217925725150899
10,400000,0.01,gmm_200_mode_96_rank,-275.18245360081966,192.31907172803992,0.02387523273499081,0.07413820060327271,0.9353592840816217,0.049545675054799856,0.9277251478598113,0.06176767228338883,3676051573.4014206,1715561659.4429193,749.3574192838623,411.8760910294448,276.18245360081966,0.9761247672650092,0.06464071591837828,0.0722748521401887
11,400000,0.01,gmm_200_mode_128_rank,-167.69504234942178,132.10806316079984,0.04840735691703607,0.11369586159001835,0.9579988523682792,0.03823260113310444,0.9544357600691312,0.0445818351920636,2258128261.309192,1292999345.4955032,763.482227703508,411.66143722929513,168.69504234942178,0.951592643082964,0.0420011476317208,0.04556423993086878
12,400000,0.01,gmm_200_mode_256_rank,-26.603034299138507,34.671564537187905,0.2166621118657056,0.21341799752315532,0.9914662867678739,0.013600142764665087,0.9912026168530425,0.01436291104903484,391332834.0940151,422694683.2127632,782.046267648332,407.90562371989216,27.603034299138507,0.7833378881342944,0.00853371323212615,0.00879738314695755
13,400000,0.01,gmm_200_mode_384_rank,-3.656003295496091,8.357472035177887,0.38451630238558737,0.18750021374965242,0.9983989922694032,0.004381850861153882,0.9983776384773794,0.004519085475745671,78302108.00141442,112116804.44311653,785.1452875066307,406.32755678542645,4.656003295496091,0.6154836976144127,0.001601007730596793,0.00162236152262063
14,400000,0.01,gmm_200_mode_512_rank,-0.42031011845031147,1.4540972632722595,0.45961675223016063,0.13091704608935228,0.9996351134523022,0.0007961154027021869,0.9996345754695181,0.0008044034163987678,33031027.32521099,17519566.12538343,785.5936917950631,405.98663605608766,1.4203101184503115,0.5403832477698394,0.00036488654769784024,0.00036542453048193924
15,400000,0.01,gmm_200_mode_768_rank,-0.14829741533990815,0.7023894156711336,0.48169738659369254,0.11670092125332515,0.9997506170283021,0.0001692216397290767,0.9997506835018425,0.00016903872355517293,28847439.94041267,3075586.185335372,785.6303767806196,405.95406106375987,1.1482974153399081,0.5183026134063075,0.0002493829716978535,0.00024931649815751467
