n_clusters,n_rank,eval_loss_arr,Nparams
5,16,"[171076.54375, 7793.41669921875, 3838.568359375, 2450.95888671875, 1764.3827880859376, 1345.6259521484376, 1081.9487548828124, 887.97802734375, 740.6768798828125, 619.31005859375, 537.2480712890625, 464.6227294921875, 404.02923583984375, 355.3640869140625, 313.3341796875, 279.3471374511719, 250.7418182373047, 223.371142578125, 200.0332489013672, 180.70228881835936, 163.51490478515626, 147.31754455566406, 134.17498168945312, 121.93231353759765, 110.49566802978515, 101.16790008544922, 92.73444213867188, 84.58272247314453, 77.60232391357422, 71.64208526611328, 66.20179138183593, 61.0085334777832, 56.30253677368164, 51.911119079589845, 48.20786972045899, 44.46212310791016, 41.02632598876953, 38.3360237121582, 35.56209106445313, 32.66606750488281, 30.539295959472657, 28.443806838989257, 26.54558410644531, 24.71193161010742, 23.017274475097658, 21.283235168457033, 20.00733871459961, 18.583935546875, 17.400127029418947, 16.367269134521486, 15.1767728805542]",66725
5,8,"[239498.203125, 10998.141015625, 5356.76240234375, 3451.399072265625, 2470.72763671875, 1900.8554931640624, 1499.075341796875, 1223.7735595703125, 1020.8546630859375, 871.8092895507813, 743.2406616210938, 645.7944213867188, 549.7776611328125, 489.1014343261719, 430.4740844726563, 379.98198852539065, 338.5649108886719, 300.1869323730469, 269.34564208984375, 243.12251892089844, 217.0310272216797, 195.04955139160157, 176.74224853515625, 160.2820831298828, 144.33219299316406, 130.83869323730468, 118.52446899414062, 107.23023376464843, 98.11395416259765, 89.88078918457032, 81.76985321044921, 74.54287719726562, 68.49195098876953, 62.98216094970703, 57.746916961669925, 53.09057388305664, 48.49631881713867, 44.83214111328125, 41.082339477539065, 37.741844940185544, 34.94620819091797, 32.256141662597656, 29.56056900024414, 27.415231704711914, 25.374618148803712, 23.51786575317383, 21.777165985107423, 20.2269287109375, 18.595337295532225, 17.494897079467773, 16.090969848632813]",35325
10,784,"[482.1931945800781, 330.46729736328126, 280.14576416015626, 246.5110076904297, 222.92212829589843, 202.4676971435547, 186.462158203125, 172.9234832763672, 160.05845947265624, 150.37093811035157, 139.90630798339845, 131.97523803710936, 123.65487213134766, 116.55389404296875, 109.61425476074218, 103.38787536621093, 97.54495239257812, 92.13749542236329, 87.0070816040039, 82.06737670898437, 77.73873596191406, 73.63896484375, 69.3584716796875, 65.30000305175781, 61.95668334960938, 58.42643661499024, 55.56460418701172, 52.348199462890626, 49.412445831298825, 46.96609268188477, 44.21381301879883, 41.773668670654295, 39.49927978515625, 37.106719207763675, 34.95285263061523, 33.09357452392578, 31.534069442749022, 29.62252426147461, 27.93981056213379, 26.21383056640625, 24.656212615966798, 23.40053787231445, 21.974885940551758, 20.773134231567383, 19.672731018066408, 18.292420959472658, 17.259448623657228, 16.259282684326173, 15.453895378112794, 14.610820007324218, 13.665681457519531]",6162250
10,512,"[483.050341796875, 329.69920654296874, 279.25494384765625, 247.1002166748047, 221.4355224609375, 204.12229919433594, 187.02926025390624, 172.94863586425782, 160.5467559814453, 149.55188903808593, 140.0712890625, 132.14634704589844, 123.33518676757812, 116.19196166992188, 109.84302673339843, 102.98627471923828, 97.54537658691406, 91.73519439697266, 86.3381576538086, 82.18000793457031, 77.92157745361328, 73.38567810058593, 69.51374816894531, 65.49950103759765, 62.30544509887695, 58.75789337158203, 55.21910018920899, 52.47941665649414, 49.525839233398436, 46.70032424926758, 44.09327926635742, 41.90655670166016, 39.620313262939455, 37.48733978271484, 35.308335876464845, 33.021733093261716, 31.285801696777344, 29.59346923828125, 27.98833351135254, 26.313217544555663, 24.916848754882814, 23.373977661132812, 21.92145233154297, 20.65736541748047, 19.453719329833984, 18.42408905029297, 17.364975357055663, 16.365185165405272, 15.389600944519042, 14.562284469604492, 13.662102890014648]",4027050
10,374,"[1192.25419921875, 343.3114074707031, 283.948974609375, 248.44168395996093, 223.96240234375, 203.70066833496094, 187.25444946289062, 173.02698669433593, 161.20899047851563, 149.92322692871093, 140.05888977050782, 131.88823547363282, 123.43588104248047, 115.9090362548828, 109.56432037353515, 103.41871490478516, 97.58036956787109, 91.9815185546875, 86.9304214477539, 82.20245513916015, 77.31278228759766, 73.06119384765626, 69.40327453613281, 65.5677734375, 62.03136978149414, 58.48227996826172, 55.541021728515624, 52.336280059814456, 49.55144348144531, 46.91627807617188, 44.17749938964844, 41.879722595214844, 39.56115646362305, 37.2717529296875, 35.53237533569336, 33.094801330566405, 31.412820434570314, 29.55344123840332, 27.952073287963866, 26.32655601501465, 24.664292907714845, 23.306010818481447, 21.98047332763672, 20.620043182373045, 19.55747718811035, 18.32930145263672, 17.3569637298584, 16.335588455200195, 15.435946273803712, 14.510326385498047, 13.672931289672851]",2943750
10,256,"[5855.62431640625, 486.9665588378906, 333.6433959960938, 276.19642944335936, 239.17034606933595, 213.1304443359375, 194.11793518066406, 178.0799102783203, 163.90932922363282, 152.14228210449218, 142.32667236328126, 132.85712280273438, 123.86593627929688, 116.63376159667969, 109.87373657226563, 103.92072906494141, 97.52883911132812, 92.55749969482422, 87.1634307861328, 82.37630462646484, 78.09280548095703, 73.40516357421875, 69.36160125732422, 65.65252685546875, 61.83857192993164, 58.68392715454102, 55.24984283447266, 52.407980346679686, 49.63648300170898, 46.71392974853516, 44.18504257202149, 41.61474685668945, 39.730841064453124, 37.40333938598633, 35.19041442871094, 33.15992202758789, 31.046382904052734, 29.642775344848634, 27.878332901000977, 26.155319213867188, 24.759765243530275, 23.39124412536621, 22.076846313476562, 20.720199203491212, 19.53846130371094, 18.399019622802733, 17.231194686889648, 16.341826248168946, 15.314877319335938, 14.59542236328125, 13.67342414855957]",2017450
10,192,"[11247.477734375, 692.128466796875, 419.7182250976563, 319.0976989746094, 266.5215209960937, 230.7396667480469, 206.05223083496094, 186.75429992675782, 170.5717041015625, 157.80846252441407, 146.082177734375, 135.83348999023437, 126.82730255126953, 119.03558654785157, 111.46227416992187, 105.24487915039063, 98.69049224853515, 92.46137847900391, 87.42411346435547, 82.83738250732422, 78.00886535644531, 73.75648040771485, 69.67545471191406, 65.9127182006836, 62.4896858215332, 58.90859832763672, 55.778028106689455, 52.629058837890625, 49.64989318847656, 46.9173698425293, 44.15033950805664, 41.55237503051758, 39.607453155517575, 37.10688858032226, 35.47433853149414, 33.21611862182617, 31.39544258117676, 29.726084518432618, 27.86041259765625, 26.173548889160156, 24.836435317993164, 23.37795181274414, 22.109965515136718, 20.735943603515626, 19.37030029296875, 18.391518783569335, 17.326880264282227, 16.367259979248047, 15.46013355255127, 14.583428573608398, 13.723390007019043]",1515050
10,128,"[21933.721875, 1113.0947021484376, 602.1518920898437, 430.6470031738281, 334.66925048828125, 280.2650512695312, 240.35169372558593, 212.57606811523436, 190.61770324707032, 172.42558898925782, 157.7025360107422, 144.44723510742188, 134.01201477050782, 124.93231506347657, 115.98357696533203, 108.66082611083985, 101.37317504882813, 95.97993316650391, 89.27370758056641, 84.45472106933593, 79.11862487792969, 74.86473083496094, 70.23480529785157, 66.85708923339844, 62.99220657348633, 59.487857055664065, 55.984981536865234, 53.0373779296875, 50.10615921020508, 47.11170425415039, 44.336953735351564, 41.99337310791016, 39.575619506835935, 37.40086441040039, 35.37303695678711, 33.22563552856445, 31.53551139831543, 29.68209915161133, 27.971721649169922, 26.192627716064454, 24.834058380126955, 23.19063034057617, 22.05968818664551, 20.71666488647461, 19.51071548461914, 18.34785041809082, 17.31040229797363, 16.3525089263916, 15.415228843688965, 14.507426071166993, 13.721305084228515]",1012650
10,96,"[31924.954296875, 1555.82001953125, 799.9414306640625, 543.551708984375, 413.1642272949219, 335.8216247558594, 280.4655395507813, 242.7373840332031, 215.2620056152344, 190.80008239746093, 171.49837341308594, 156.465185546875, 142.9847839355469, 132.033056640625, 122.69587860107421, 114.28959045410156, 105.7678451538086, 98.45638885498047, 92.56205444335937, 86.60311126708984, 81.4204605102539, 76.26645050048828, 71.70917358398438, 67.52730560302734, 63.6501953125, 60.01792678833008, 56.33998336791992, 53.18589706420899, 50.45903701782227, 47.41986083984375, 44.6245231628418, 42.12665939331055, 39.91187286376953, 37.56052169799805, 35.677911376953126, 33.411669158935545, 31.31548080444336, 29.73399085998535, 28.109519958496094, 26.35263023376465, 24.840928268432616, 23.328862762451173, 22.076741027832032, 20.770987701416015, 19.57461051940918, 18.413763809204102, 17.342101669311525, 16.384845352172853, 15.46022071838379, 14.543907356262206, 13.721831703186036]",761450
10,64,"[50156.64765625, 2348.0638671875, 1165.1645751953124, 776.1399536132812, 574.1624755859375, 450.9280944824219, 371.0516357421875, 309.80445556640626, 269.4063781738281, 233.67154235839843, 206.68014526367188, 186.19066467285157, 167.1076690673828, 150.83526611328125, 138.68987731933595, 126.65616455078126, 116.5694580078125, 107.85568542480469, 99.87589416503906, 93.04070739746093, 86.97112884521485, 80.88817443847657, 76.03315887451171, 70.91092224121094, 66.42286682128906, 62.07221603393555, 58.54469985961914, 54.80867385864258, 51.67285079956055, 48.52220458984375, 45.6544921875, 42.78919143676758, 40.53695373535156, 38.19728164672851, 35.840214538574216, 33.57767105102539, 31.79524955749512, 29.7355094909668, 28.175649642944336, 26.70668830871582, 24.999431610107422, 23.49572334289551, 22.152624893188477, 20.843701553344726, 19.595544815063477, 18.477378845214844, 17.409393310546875, 16.414406967163085, 15.493336296081543, 14.551495170593261, 13.67916374206543]",510250
10,32,"[93412.078125, 4288.47744140625, 2099.109619140625, 1365.241845703125, 982.083544921875, 758.8824584960937, 602.492138671875, 502.703466796875, 422.9844665527344, 358.9864013671875, 312.0353271484375, 275.43556518554686, 243.2287628173828, 215.0603271484375, 192.45672912597655, 173.6462188720703, 155.9957061767578, 141.2728240966797, 128.6287841796875, 118.14038848876953, 107.45597686767579, 98.34580688476562, 90.7040771484375, 83.90298156738281, 77.7230438232422, 71.7102767944336, 66.07624969482421, 61.57920837402344, 57.39428939819336, 53.475487518310544, 50.065711212158206, 46.632502746582034, 43.28001022338867, 40.721641540527344, 37.96449279785156, 35.466121673583984, 33.52194747924805, 31.023273849487303, 29.295672988891603, 27.440776443481447, 25.723844146728517, 23.976216125488282, 22.629124450683594, 21.213020706176756, 20.02528076171875, 18.820500946044923, 17.794638061523436, 16.691212463378907, 15.629260444641114, 14.683592796325684, 13.888069534301758]",259050
10,16,"[149831.615625, 6893.0166015625, 3314.690380859375, 2137.0859375, 1540.9173095703125, 1186.07900390625, 940.4233520507812, 769.430029296875, 642.5100830078125, 545.6938720703125, 469.6001953125, 405.9008728027344, 353.26056518554685, 312.529345703125, 276.0095458984375, 245.48873291015624, 217.33062133789062, 196.14851989746094, 174.59493103027344, 158.75955505371093, 143.6778991699219, 129.7786895751953, 117.68145751953125, 108.08659973144532, 99.101611328125, 90.2167724609375, 82.65529327392578, 75.88616485595703, 69.8717269897461, 64.07251358032227, 59.04519348144531, 54.58998794555664, 50.51711578369141, 46.469659423828126, 43.164574432373044, 39.9837532043457, 37.2549545288086, 34.53891448974609, 31.96875991821289, 29.575120162963866, 27.691159057617188, 25.749323272705077, 24.162009048461915, 22.622309494018555, 20.934182739257814, 19.742036437988283, 18.35463180541992, 17.16763801574707, 16.205846786499023, 15.067387580871582, 14.198435020446777]",133450
10,8,"[211606.015625, 9607.69453125, 4699.22509765625, 3018.886083984375, 2168.072216796875, 1657.805615234375, 1323.019091796875, 1089.4229248046875, 897.274755859375, 756.9148071289062, 651.9351928710937, 562.9188842773438, 490.3636840820312, 427.6826171875, 375.0345703125, 335.00096435546874, 298.41783447265624, 264.0554992675781, 235.92359313964843, 212.46177368164064, 192.36195068359376, 172.04934692382812, 154.64195861816407, 140.49478149414062, 125.97186126708985, 115.46693572998046, 104.8405975341797, 95.07390899658203, 86.86339263916015, 79.45862884521485, 73.0590576171875, 66.65079193115234, 61.00839080810547, 56.049984741210935, 51.33888626098633, 47.319054412841794, 43.188086700439456, 40.12677993774414, 36.93701324462891, 33.8887580871582, 31.328845596313478, 28.956338500976564, 26.958335876464844, 24.85331573486328, 22.9220027923584, 21.22304039001465, 19.85923843383789, 18.489079666137695, 17.136376953125, 16.070685958862306, 14.911721229553223]",70650
20,784,"[438.99708251953126, 300.49853515625, 254.7181854248047, 224.8851531982422, 202.65190734863282, 185.10199890136718, 169.93601684570314, 158.01046752929688, 146.64643249511718, 136.2462921142578, 128.01244201660157, 120.0694564819336, 112.36255340576172, 105.97627563476563, 99.52562561035157, 94.13108825683594, 88.4997344970703, 83.99151153564453, 79.2205810546875, 75.02022705078124, 70.78807220458984, 66.7874526977539, 63.3997917175293, 59.9150634765625, 56.487528228759764, 53.5192756652832, 50.60378494262695, 47.828924560546874, 45.348291015625, 42.75314025878906, 40.15015640258789, 38.24110488891601, 36.09729156494141, 34.09321212768555, 32.176866149902345, 30.297944641113283, 28.568545150756837, 27.08416404724121, 25.43383445739746, 24.044759368896486, 22.61484718322754, 21.411561965942383, 20.44549140930176, 19.086919021606445, 18.034850311279296, 17.060143280029298, 16.099933242797853, 15.178814697265626, 14.33157558441162, 13.673276901245117, 12.877116012573243]",12324500
20,512,"[440.5317626953125, 302.2861328125, 255.54558410644532, 225.1347198486328, 202.32942810058594, 186.66796875, 169.83511962890626, 157.8207550048828, 146.94700927734374, 136.67891845703124, 128.35731506347656, 120.38219299316407, 113.01928253173828, 105.5855484008789, 99.79719543457031, 94.01452026367187, 88.95839080810546, 84.10238189697266, 78.80280303955078, 74.86677398681641, 70.52007446289062, 66.69178161621093, 63.021009063720705, 60.062461853027344, 56.59356460571289, 53.35881423950195, 50.59507369995117, 47.80084457397461, 45.130715942382814, 42.75779647827149, 40.309819030761716, 38.05076217651367, 36.125370788574216, 33.85121078491211, 32.16208419799805, 30.443264770507813, 28.529071807861328, 27.065267944335936, 25.317316436767577, 23.91537208557129, 22.711963653564453, 21.488756942749024, 20.275310516357422, 19.090478897094727, 18.16156768798828, 16.964310073852538, 16.111591339111328, 15.275934219360352, 14.49047622680664, 13.698384284973145, 12.956231307983398]",8054100
20,374,"[810.6671752929688, 306.9722106933594, 257.75401611328124, 227.51360473632812, 203.3673583984375, 185.6237823486328, 170.91088256835937, 157.67837219238282, 146.47411499023437, 136.36931762695312, 127.76045989990234, 120.4479995727539, 112.58933563232422, 105.97324066162109, 99.7069091796875, 94.08751525878907, 88.57541351318359, 83.91243896484374, 78.84764099121094, 75.3877456665039, 71.05072631835938, 66.59069519042968, 63.30149383544922, 59.72801666259765, 56.33715057373047, 53.25023880004883, 50.74390335083008, 47.9046745300293, 45.30924301147461, 42.78468627929688, 40.05229187011719, 38.19977569580078, 36.066358947753905, 34.00633544921875, 32.02088050842285, 30.358729934692384, 28.686251068115233, 26.902158355712892, 25.50680274963379, 24.182065582275392, 22.76065673828125, 21.411478424072264, 20.262602615356446, 19.166225051879884, 18.172387313842773, 17.06878089904785, 16.07305793762207, 15.263212966918946, 14.446525955200196, 13.74068088531494, 12.879550361633301]",5887500
20,256,"[4215.34111328125, 404.8586059570313, 292.6889343261719, 243.17489318847657, 214.2422668457031, 193.79754028320312, 175.17066650390626, 161.0157684326172, 148.1895294189453, 138.40704345703125, 129.30901184082032, 121.07948455810546, 113.25134887695313, 106.53348083496094, 100.32948303222656, 94.31569366455078, 89.32292022705079, 83.79591217041016, 79.42868041992188, 75.1418212890625, 70.8442138671875, 67.0268783569336, 63.08221969604492, 60.23124389648437, 56.510981750488284, 53.4219108581543, 50.654728698730466, 47.811064910888675, 45.12279357910156, 42.68870239257812, 40.45494918823242, 38.262054443359375, 36.23818511962891, 34.04058151245117, 32.00546531677246, 30.345724868774415, 28.527637100219728, 27.248879623413085, 25.599139404296874, 24.064910888671875, 22.875489044189454, 21.495673751831056, 20.165261840820314, 19.034545135498046, 18.039413070678712, 17.039740753173827, 16.228340911865235, 15.214389228820801, 14.422890663146973, 13.64624843597412, 12.933432388305665]",4034900
20,192,"[8988.9302734375, 573.4946533203125, 360.7063781738281, 278.6077819824219, 235.81322631835937, 205.58184204101562, 185.69119262695312, 168.1070983886719, 153.90621337890624, 142.70262451171874, 131.8963134765625, 123.34471588134765, 115.31643371582031, 107.2485122680664, 101.10857543945312, 95.6559341430664, 89.48660888671876, 84.53390655517578, 79.90046997070313, 75.16110229492188, 71.13334655761719, 66.94599151611328, 63.5369255065918, 59.943312072753905, 56.87249755859375, 53.84034957885742, 50.672949981689456, 47.90283279418945, 45.52552871704101, 42.59218063354492, 40.43834533691406, 38.161563110351565, 36.026091766357425, 33.97966079711914, 32.17789878845215, 30.277232360839843, 28.486481857299804, 26.92370262145996, 25.585606384277344, 23.985495376586915, 22.754711151123047, 21.31328582763672, 20.303447723388672, 19.154777908325194, 18.091603088378907, 17.09293899536133, 16.08555335998535, 15.185734748840332, 14.406589317321778, 13.611930847167969, 12.921440124511719]",3030100
20,128,"[18192.6875, 937.2887329101562, 516.2994812011718, 371.4075134277344, 294.7784057617188, 247.31416015625, 214.12252502441407, 189.03182983398438, 168.94896545410157, 154.84745178222656, 140.99349060058594, 129.3870849609375, 119.88033905029297, 112.58356323242188, 104.9289321899414, 98.21029052734374, 92.03476409912109, 86.46831359863282, 81.21035308837891, 76.71458435058594, 72.2274398803711, 67.87108306884765, 64.28170547485351, 60.22066192626953, 57.102379608154294, 53.85691452026367, 50.693319702148436, 47.9435317993164, 45.327824401855466, 42.84320983886719, 40.36894912719727, 38.48104476928711, 36.27876739501953, 34.17994079589844, 32.28801231384277, 30.145136642456055, 28.83387908935547, 27.1178768157959, 25.530857849121094, 24.03670997619629, 22.787234497070312, 21.404082107543946, 20.25993766784668, 19.150389099121092, 18.104764938354492, 17.0599666595459, 15.994637489318848, 15.28941764831543, 14.497231674194335, 13.62667465209961, 12.933821678161621]",2025300
20,96,"[27072.716796875, 1308.10380859375, 688.2593872070313, 470.68834228515624, 358.65822143554686, 292.7769470214844, 247.16434326171876, 214.66942443847657, 190.51155700683594, 169.94472961425782, 153.6651641845703, 140.5828430175781, 129.28175048828126, 118.15859985351562, 110.6124755859375, 102.63440856933593, 94.83189239501954, 89.54280853271484, 83.37007293701171, 78.61460876464844, 73.4528823852539, 69.19783325195313, 65.09981231689453, 61.60137023925781, 58.27940979003906, 54.43716201782227, 51.521114349365234, 48.5437629699707, 45.85858306884766, 43.21668395996094, 40.44158096313477, 38.47734603881836, 36.32592086791992, 34.48852615356445, 32.400028228759766, 30.438911056518556, 28.906961822509764, 27.19570198059082, 25.58179588317871, 24.17220802307129, 22.74996109008789, 21.642808532714845, 20.259463119506837, 19.115009307861328, 18.108779525756837, 17.05622787475586, 16.143894958496094, 15.360038757324219, 14.539425277709961, 13.701245498657226, 12.85311679840088]",1522900
20,64,"[42366.40859375, 1993.4029296875, 1006.0559814453125, 670.3904174804687, 495.17890014648435, 389.98951416015626, 323.2420166015625, 274.1455993652344, 234.62496337890624, 208.2159912109375, 182.60419006347655, 164.35877685546876, 148.55026550292968, 135.76637268066406, 123.37565460205079, 113.23188781738281, 105.06109619140625, 96.55997009277344, 89.8219985961914, 83.42444458007813, 78.15210723876953, 72.44747161865234, 68.32268524169922, 64.33962936401367, 59.7946044921875, 56.365377807617186, 53.07249450683594, 49.80615005493164, 46.76931610107422, 43.94790420532227, 41.560334014892575, 38.93641662597656, 36.78659896850586, 34.71520462036133, 32.629730224609375, 30.87114906311035, 29.121619415283202, 27.31051597595215, 25.506893920898438, 24.301273345947266, 22.822107315063477, 21.530302810668946, 20.254436874389647, 19.238686752319335, 17.97157440185547, 17.058395767211913, 16.210024452209474, 15.359070777893066, 14.411299514770509, 13.735458183288575, 12.95224609375]",1020500
20,32,"[80580.5, 3633.990966796875, 1812.2115478515625, 1172.557421875, 851.5820556640625, 661.222802734375, 526.0520874023438, 437.17861328125, 369.2705383300781, 313.0802734375, 273.0748779296875, 240.77658386230468, 210.74326782226564, 188.04913330078125, 167.5041259765625, 150.8411376953125, 136.363916015625, 124.06195678710938, 113.1116455078125, 104.34838256835937, 95.26488037109375, 88.14303436279297, 80.63322601318359, 74.68945770263672, 68.93560180664062, 64.04567184448243, 59.393470764160156, 55.35606918334961, 51.44989242553711, 48.157815551757814, 44.744774627685544, 41.89514083862305, 39.40868377685547, 36.640654754638675, 34.19213638305664, 32.15048789978027, 29.893783187866212, 28.32877540588379, 26.708553314208984, 24.983254623413085, 23.450275039672853, 22.10528450012207, 20.84982566833496, 19.562587356567384, 18.435863494873047, 17.348236083984375, 16.4051025390625, 15.397540092468262, 14.625777244567871, 13.777825164794923, 13.065211486816406]",518100
20,16,"[129823.8859375, 5918.235546875, 2889.01005859375, 1843.9630615234375, 1333.4470703125, 1015.35146484375, 810.1643676757812, 669.2390869140625, 557.6694580078125, 473.05869750976564, 407.22608642578126, 355.3406921386719, 309.94989624023435, 273.0948425292969, 242.3417755126953, 215.65152893066406, 191.3406768798828, 172.4232604980469, 155.43569641113282, 140.62009887695314, 126.38945007324219, 114.83280334472656, 104.2691162109375, 95.42318572998047, 87.01156463623047, 79.5505859375, 72.3919692993164, 66.91616363525391, 61.5854736328125, 57.047237396240234, 52.761165618896484, 48.155236053466794, 45.25822372436524, 41.5246467590332, 38.53736572265625, 35.955012512207034, 33.079953002929685, 31.10057601928711, 28.826077270507813, 26.823083877563477, 24.910015487670897, 23.35464744567871, 21.85566291809082, 20.606892013549803, 19.29872817993164, 18.11701354980469, 17.02158126831055, 15.985424041748047, 15.115705871582032, 14.19096565246582, 13.388527297973633]",266900
20,8,"[187979.915625, 8514.9619140625, 4134.310595703125, 2678.177783203125, 1912.2429443359374, 1471.4746826171875, 1164.8411376953125, 944.2194580078125, 796.0713989257813, 674.3310668945312, 569.1177612304688, 496.0598937988281, 431.7410461425781, 383.27980346679686, 332.10947265625, 293.5724182128906, 261.97216796875, 232.58587036132812, 208.6596923828125, 187.91018371582032, 168.08728942871093, 151.50025634765626, 137.2860321044922, 125.27314453125, 113.0536376953125, 103.44373779296875, 93.75597076416015, 85.29937744140625, 78.05625457763672, 70.75768737792968, 65.1235855102539, 59.90987319946289, 54.37602844238281, 49.95296401977539, 46.038815307617185, 42.30678176879883, 38.887882232666016, 35.83731460571289, 32.645084381103516, 30.613430404663085, 28.256329345703126, 26.13157539367676, 24.42191390991211, 22.430027389526366, 21.11673927307129, 19.518940353393553, 18.17812576293945, 17.095320892333984, 15.973461151123047, 14.820142936706542, 14.00990047454834]",141300
50,784,"[388.9863037109375, 267.6461242675781, 227.4557647705078, 201.3098876953125, 180.78777465820312, 165.18575439453124, 151.92434997558593, 141.2705047607422, 131.23878173828126, 122.87115783691407, 114.88074188232422, 107.84943389892578, 101.06086730957031, 95.19562530517578, 89.78179016113282, 84.51307678222656, 79.93194122314453, 75.73892669677734, 71.08187561035156, 67.12337646484374, 63.88803405761719, 59.99699401855469, 56.79880828857422, 53.8632308959961, 50.853277587890624, 48.05974426269531, 45.7771354675293, 43.12599563598633, 40.95614852905273, 38.73727722167969, 36.443213653564456, 34.55282821655273, 32.52034225463867, 30.78266830444336, 29.065405654907227, 27.42226676940918, 25.708383560180664, 24.53661994934082, 23.18980178833008, 21.786347579956054, 20.59823341369629, 19.5568058013916, 18.58861846923828, 17.4930477142334, 16.651428604125975, 15.733560943603516, 15.033545112609863, 14.183454895019532, 13.51066951751709, 12.9246675491333, 12.152810668945312]",30811250
50,512,"[389.1389953613281, 268.1338195800781, 227.65582580566405, 200.9942199707031, 180.0047119140625, 164.83043518066407, 152.01093139648438, 140.97409362792968, 131.4522735595703, 123.34714965820312, 114.44629669189453, 107.78336334228516, 102.2104995727539, 95.35707550048828, 89.72100830078125, 84.82914886474609, 80.3844970703125, 75.66837463378906, 71.12611236572266, 67.5100830078125, 63.91239013671875, 60.704996490478514, 56.85816879272461, 53.79203567504883, 50.91523818969726, 48.13877563476562, 45.56922607421875, 43.08035049438477, 40.55193862915039, 38.615359497070315, 36.350745391845706, 34.16396865844727, 32.39463806152344, 30.924018478393556, 29.082706451416016, 27.50690040588379, 25.99292411804199, 24.523019790649414, 23.141524887084962, 21.94961013793945, 20.724780654907228, 19.543488693237304, 18.398461151123048, 17.50856132507324, 16.610718154907225, 15.801302909851074, 15.033629035949707, 14.178203010559082, 13.525882911682128, 12.93200454711914, 12.293424606323242]",20135250
50,374,"[525.7746826171875, 269.0676635742187, 227.93920288085937, 200.50578918457032, 181.31174011230468, 165.82252197265626, 152.1639862060547, 141.11288452148438, 130.67914428710938, 122.36711273193359, 114.741259765625, 107.38480529785156, 102.02088928222656, 95.37003784179687, 90.33568115234375, 84.92083129882812, 79.88724060058594, 75.37073059082032, 71.23591613769531, 67.48330841064453, 64.05100631713867, 60.15701599121094, 56.980046081542966, 53.986840057373044, 50.644185638427736, 48.07618865966797, 45.489122009277345, 43.1927131652832, 40.398371887207034, 38.630252075195315, 36.09993286132813, 34.46908416748047, 32.5026138305664, 30.98201560974121, 29.14924774169922, 27.404424285888673, 26.057197952270506, 24.545971298217772, 22.99937171936035, 22.016339111328126, 20.738605499267578, 19.641876220703125, 18.57384338378906, 17.45651741027832, 16.555644226074218, 15.704626083374023, 15.028609657287598, 14.13947868347168, 13.522423553466798, 12.83336353302002, 12.237129020690919]",14718750
50,256,"[2535.6681640625, 321.1260986328125, 244.75283203125, 210.06596984863282, 187.32239379882813, 169.72608032226563, 154.53839416503905, 143.0387725830078, 132.68325500488282, 123.29912414550782, 115.68995513916016, 108.06710815429688, 101.62514190673828, 95.7925537109375, 89.64015045166016, 84.80808563232422, 80.45440979003907, 75.87522888183594, 71.00090026855469, 67.69952697753907, 63.62112121582031, 60.24861297607422, 57.06330032348633, 53.83410110473633, 51.04686660766602, 47.80958938598633, 45.38737411499024, 43.22389526367188, 40.40279312133789, 38.487700653076175, 36.30550994873047, 34.295954895019534, 32.5804557800293, 30.708834075927733, 28.868115997314455, 27.42993621826172, 25.957042694091797, 24.392868423461913, 23.247194671630858, 21.940893173217773, 20.777044677734374, 19.535107421875, 18.430158615112305, 17.605881118774413, 16.688112258911133, 15.755162048339844, 14.995627975463867, 14.164307785034179, 13.524655151367188, 12.94722671508789, 12.266666412353516]",10087250
50,192,"[6094.9154296875, 443.2113891601563, 293.5326293945312, 234.93155212402343, 200.84128112792968, 178.3255187988281, 160.43585510253905, 147.74443359375, 134.69205322265626, 125.89570617675781, 117.56629333496093, 109.67342224121094, 103.31809692382812, 96.42830657958984, 90.6787094116211, 85.33716125488282, 80.46914215087891, 75.66897888183594, 71.85849609375, 67.75899810791016, 64.12365951538087, 60.618161010742185, 57.14706726074219, 53.78184509277344, 51.14943389892578, 48.469320678710936, 45.6869499206543, 43.25253677368164, 40.83253173828125, 38.512864685058595, 36.43806533813476, 34.291727447509764, 32.56810455322265, 30.735114288330077, 29.04680824279785, 27.276086044311523, 26.128890228271484, 24.591450119018553, 23.010792541503907, 21.721598052978514, 20.684782409667967, 19.594113540649413, 18.61830863952637, 17.510164642333983, 16.632064819335938, 15.78149585723877, 14.90253562927246, 14.325008583068847, 13.565833854675294, 12.944197845458984, 12.204851341247558]",7575250
