n_clusters,n_rank,eval_loss_arr,Nparams
500,512,"[160.79373779296876, 110.47023468017578, 100.01119232177734, 92.9480094909668, 87.07516021728516, 82.22002944946288, 77.88093872070313, 73.81120529174805, 70.14770431518555, 67.4082145690918, 64.11203002929688, 61.51221771240235, 58.99360618591309, 56.1453670501709, 53.58174591064453, 51.198018646240236, 49.14181709289551, 47.01088371276855, 44.831184005737306, 42.99248847961426, 41.230596923828124, 39.2039608001709, 37.45051536560059, 35.873115158081056, 34.05794982910156, 32.72320442199707, 31.162877082824707, 29.727413177490234, 28.283943557739256, 27.023730659484862, 25.92125835418701, 24.697610473632814, 23.602230072021484, 22.316888046264648, 21.430594635009765, 20.249503898620606, 19.551887702941894, 18.5840482711792, 17.62797317504883, 16.992502403259277, 16.363921546936034, 15.643149471282959, 15.019745254516602, 14.392984390258789, 13.924259185791016, 13.309406280517578, 12.95485725402832, 12.337689208984376, 11.99923095703125, 11.551664638519288, 11.091277313232421]",201352500
500,374,"[161.3105941772461, 110.03420486450196, 100.12267150878907, 93.3040985107422, 87.38185653686523, 82.3149024963379, 77.87140808105468, 74.26080169677735, 70.59350814819337, 67.50604095458985, 64.22062683105469, 61.385894012451175, 58.9151065826416, 56.08497009277344, 53.56135940551758, 51.26513557434082, 49.0571834564209, 46.87931442260742, 44.61670265197754, 42.9496353149414, 40.95258407592773, 39.110725784301756, 37.68125343322754, 35.99088249206543, 34.147077560424805, 32.662371444702146, 31.27398548126221, 29.72880401611328, 28.24631271362305, 26.97590103149414, 25.689184379577636, 24.695339012145997, 23.427247047424316, 22.383294296264648, 21.381220436096193, 20.54753704071045, 19.461680793762206, 18.526501274108888, 17.785305404663085, 17.080800437927245, 16.265842342376708, 15.675491905212402, 14.929663372039794, 14.327163696289062, 13.811038494110107, 13.38601894378662, 12.90133228302002, 12.422122764587403, 11.9712477684021, 11.51212215423584, 11.051371574401855]",147187500
500,256,"[161.54697265625, 109.96186065673828, 100.27571258544921, 92.74051132202149, 87.2113883972168, 82.10040817260742, 77.61984405517578, 73.91757583618164, 70.31185455322266, 67.12471084594726, 64.12200584411622, 61.495367431640624, 58.48571929931641, 56.127690124511716, 53.310092544555665, 51.37582969665527, 49.007189178466795, 46.88871269226074, 44.406563186645506, 42.78176574707031, 40.95025367736817, 39.02183456420899, 37.450687408447266, 35.75732231140137, 34.25450210571289, 32.684082412719725, 31.087339401245117, 29.79442481994629, 28.421290969848634, 27.151654052734376, 25.914595985412596, 24.601319122314454, 23.42025852203369, 22.430894088745116, 21.40626335144043, 20.379519271850587, 19.392130661010743, 18.63679084777832, 17.691498374938966, 17.0699800491333, 16.41785259246826, 15.503274154663085, 14.925348091125489, 14.399525451660157, 13.894813537597656, 13.394386863708496, 12.886547088623047, 12.399217319488525, 11.935035991668702, 11.603708362579345, 11.087240982055665]",100872500
500,192,"[164.6620086669922, 110.0112419128418, 100.26676712036132, 92.9269905090332, 87.2611457824707, 81.96678924560547, 77.94276275634766, 73.69982986450195, 70.48265380859375, 67.40934448242187, 64.16644134521485, 61.439701843261716, 58.45693817138672, 55.887062072753906, 53.5984504699707, 51.33597526550293, 49.13404235839844, 46.925500106811526, 44.90958938598633, 42.98163528442383, 40.96982879638672, 39.11923332214356, 37.56801528930664, 35.6874885559082, 33.98739929199219, 32.641984176635745, 31.238007736206054, 29.83065547943115, 28.272455596923827, 27.090184593200682, 25.89306640625, 24.774185371398925, 23.508632087707518, 22.518054580688478, 21.48167304992676, 20.276725387573244, 19.549310302734376, 18.508815383911134, 17.863337516784668, 16.946483993530272, 16.35764789581299, 15.614108562469482, 14.874317932128907, 14.504251384735108, 13.88121395111084, 13.25855712890625, 13.021332454681396, 12.4776180267334, 12.09700059890747, 11.615916061401368, 11.142298889160156]",75752500
500,128,"[529.6679595947265, 120.3677993774414, 103.5593391418457, 94.68238067626953, 88.4688835144043, 82.94879379272462, 78.61072235107422, 74.23779983520508, 70.72811126708984, 67.38390884399413, 64.71031265258789, 61.26632652282715, 58.59413719177246, 55.995764541625974, 53.71069869995117, 51.26966323852539, 48.88381156921387, 46.78009300231933, 44.72735748291016, 42.88791007995606, 40.99501075744629, 39.25152397155762, 37.66272506713867, 35.77885704040527, 34.10450820922851, 32.673468017578124, 31.136660957336424, 29.814512634277342, 28.25052547454834, 27.027580070495606, 25.722181510925292, 24.635044860839844, 23.349785232543944, 22.266104888916015, 21.453301429748535, 20.518921279907225, 19.418825340270995, 18.68870105743408, 17.63160648345947, 17.06975154876709, 16.301401996612547, 15.649083614349365, 15.10042600631714, 14.444558811187743, 13.897712993621827, 13.488900852203368, 12.878976154327393, 12.537481212615967, 11.99931526184082, 11.662591361999512, 11.228232955932617]",50632500
500,96,"[2224.26455078125, 181.60823974609374, 129.25752182006835, 108.12460632324219, 96.97689590454101, 89.12509841918946, 82.27712554931641, 77.4748519897461, 73.0158805847168, 69.0342788696289, 65.8249397277832, 62.3756607055664, 59.3471004486084, 56.75036735534668, 53.90934448242187, 51.85549964904785, 49.19936752319336, 47.350134658813474, 45.17231979370117, 42.99553604125977, 41.13853149414062, 39.27757339477539, 37.53974304199219, 36.025106811523436, 34.353388977050784, 32.50512580871582, 31.324700355529785, 29.845907783508302, 28.360561180114747, 27.0451229095459, 25.78588523864746, 24.72541160583496, 23.530034065246582, 22.292840003967285, 21.430622100830078, 20.422234535217285, 19.537388420104982, 18.558065605163574, 17.708417320251463, 17.073057174682617, 16.39197826385498, 15.616610717773437, 15.049137496948243, 14.372418975830078, 13.928750133514404, 13.329311561584472, 12.9090069770813, 12.502836799621582, 12.138281440734863, 11.601855278015137, 11.13445873260498]",38072500
500,64,"[8648.544921875, 448.34564514160155, 250.05870208740234, 181.0592483520508, 144.4798843383789, 121.6668472290039, 106.55367736816406, 95.50117645263671, 86.99989700317383, 80.7820327758789, 73.84779281616211, 69.2682098388672, 65.1451187133789, 60.996985626220706, 57.89914207458496, 54.8766372680664, 51.97734375, 49.2823127746582, 46.99282951354981, 44.18405036926269, 42.19638900756836, 40.18482093811035, 38.29934234619141, 36.40997123718262, 34.7843994140625, 33.12577323913574, 31.41709213256836, 30.032904434204102, 28.614551734924316, 27.46792392730713, 25.992288017272948, 24.979209327697752, 23.632646369934083, 22.58159942626953, 21.510032081604002, 20.43952751159668, 19.388729095458984, 18.599082946777344, 17.906867027282715, 17.012937355041505, 16.342479515075684, 15.581186676025391, 15.031554698944092, 14.475958633422852, 13.871545696258545, 13.256589317321778, 12.837816715240479, 12.526504230499267, 11.962195014953613, 11.674980545043946, 11.115391540527344]",25512500
500,32,"[31771.969140625, 1459.6744995117188, 731.3883239746094, 479.498095703125, 352.04686279296874, 275.3227874755859, 225.955322265625, 189.74932708740235, 161.60421142578124, 140.3410171508789, 124.96119689941406, 110.41690368652344, 98.79334716796875, 90.39011001586914, 81.96968078613281, 74.70729751586914, 68.594140625, 63.446010971069335, 58.66590576171875, 54.68328323364258, 50.542562866210936, 47.496056365966794, 44.626385879516604, 41.739833450317384, 39.030936050415036, 36.80579833984375, 34.66688270568848, 32.72366142272949, 30.908357429504395, 29.10954189300537, 27.361891555786134, 26.18742561340332, 24.64796371459961, 23.389031219482423, 22.157661056518556, 20.918929862976075, 19.969021034240722, 19.065435028076173, 18.19966869354248, 17.31922607421875, 16.63081474304199, 15.792201042175293, 15.147186088562012, 14.698962020874024, 13.87337522506714, 13.433523750305175, 12.946858596801757, 12.529381847381591, 12.042989730834961, 11.751696109771729, 11.160963916778565]",12952500
500,16,"[65983.62578125, 3026.2316162109373, 1483.6571655273438, 957.7870056152344, 685.2382995605469, 532.36064453125, 424.3770355224609, 348.51795959472656, 293.8181182861328, 249.44325408935546, 214.55601654052734, 188.06855316162108, 165.5915496826172, 146.00183563232423, 129.7158172607422, 116.31686553955078, 105.3759765625, 94.3955207824707, 85.76361312866212, 77.45757369995117, 70.61905822753906, 65.11869049072266, 59.5934642791748, 54.48433151245117, 50.473073959350586, 46.66352806091309, 43.033020401000975, 39.90179443359375, 37.29107856750488, 34.55380516052246, 31.990946960449218, 30.027705955505372, 27.992775917053223, 26.365127944946288, 24.76754093170166, 23.00720844268799, 21.852930068969727, 20.675780296325684, 19.33536548614502, 18.256729316711425, 17.462981033325196, 16.593296241760253, 15.630099201202393, 15.178357982635498, 14.387246417999268, 13.72876148223877, 13.243619823455811, 12.67671995162964, 12.186519432067872, 11.82546262741089, 11.28531618118286]",6672500
500,8,"[106676.85625, 4890.4751953125, 2356.8190185546873, 1519.4960693359376, 1105.2950073242187, 847.0283447265625, 670.3754943847656, 548.0469299316406, 462.40643310546875, 388.16811218261716, 330.9522338867188, 287.2912353515625, 249.8431854248047, 219.66979522705077, 194.00042419433595, 170.68246765136718, 153.32862854003906, 136.87115936279298, 123.8993537902832, 111.84320755004883, 100.39996032714843, 91.31134414672852, 82.53375091552735, 74.51800918579102, 68.5717987060547, 62.17853126525879, 57.24839096069336, 51.93455047607422, 47.29877281188965, 43.615064239501955, 40.1608211517334, 36.91778793334961, 33.86968841552734, 31.473731994628906, 29.008400535583498, 26.866307258605957, 25.310656929016112, 23.518773078918457, 21.840105628967287, 20.409992218017578, 19.165201950073243, 17.979124069213867, 17.17307319641113, 16.160054016113282, 15.29994077682495, 14.514210891723632, 13.807635593414307, 13.24641819000244, 12.495729923248291, 12.07622652053833, 11.442424106597901]",3532500
1000,784,"[154.9935104370117, 69.12496185302734, 63.97033004760742, 60.31536312103272, 57.738026237487794, 55.316016006469724, 53.15261726379394, 51.26283512115479, 49.47118873596192, 47.3126953125, 45.8634428024292, 44.02461318969726, 42.57643909454346, 40.94775314331055, 39.631925392150876, 38.13241405487061, 37.04013080596924, 35.55848407745361, 34.32690830230713, 32.94740400314331, 31.736347103118895, 30.675852012634277, 29.51721935272217, 28.32325687408447, 27.140869617462158, 26.243742179870605, 25.129954242706297, 24.083271980285645, 23.057957458496094, 22.365716075897218, 21.517055416107176, 20.540933418273926, 19.652011585235595, 18.967919063568115, 18.24306993484497, 17.486957836151124, 16.682444953918456, 16.229715824127197, 15.628711652755737, 15.086405706405639, 14.575415849685669, 14.193062019348144, 13.548701333999634, 13.237205410003662, 12.847019672393799, 12.602523565292358, 12.256935405731202, 11.829089450836182, 11.506834983825684, 11.255110216140746, 10.82286787033081]",616225000
1000,512,"[157.17281646728514, 69.13091163635254, 63.714860153198245, 60.26057510375976, 57.44154949188233, 55.3353889465332, 53.02009220123291, 51.16521282196045, 49.173180770874026, 47.33781108856201, 45.8553050994873, 44.22114715576172, 42.930049896240234, 41.25179100036621, 39.848667526245116, 38.30251007080078, 36.90244102478027, 35.67875709533691, 34.20265865325928, 32.99802036285401, 31.790544509887695, 30.688580989837646, 29.574092292785643, 28.625456619262696, 27.179668807983397, 26.09536952972412, 25.117924404144286, 24.13300714492798, 23.215747833251953, 22.303478527069093, 21.46694173812866, 20.488893032073975, 19.66684055328369, 18.989266204833985, 18.227841091156005, 17.405756568908693, 16.897032737731934, 16.240584754943846, 15.633547067642212, 15.145074653625489, 14.522018241882325, 14.107507133483887, 13.597447109222411, 13.19367790222168, 12.890130519866943, 12.574469137191773, 12.151630687713624, 11.787564992904663, 11.526727294921875, 11.142537164688111, 10.82916874885559]",402705000
1000,374,"[159.62395858764648, 68.6768585205078, 63.79911994934082, 60.136665725708006, 57.63324947357178, 55.095646667480466, 53.14688587188721, 51.19024505615234, 49.047492790222165, 47.64785785675049, 45.79528312683105, 44.165957069396974, 42.46414203643799, 41.15224781036377, 39.76893482208252, 38.27654113769531, 36.93539276123047, 35.54416332244873, 34.34445667266846, 32.90261287689209, 31.7514799118042, 30.508153438568115, 29.36798162460327, 28.35480604171753, 27.239992713928224, 26.329339599609376, 25.20343952178955, 24.02316598892212, 23.045468711853026, 22.36000461578369, 21.431916999816895, 20.667852687835694, 19.76092357635498, 19.03643932342529, 18.03882188796997, 17.465618228912355, 16.845204544067382, 16.22997980117798, 15.564482355117798, 15.191527032852173, 14.598236274719238, 14.209370470046997, 13.683348369598388, 13.2800763130188, 12.923615550994873, 12.504350757598877, 12.224975967407227, 11.866659498214721, 11.476978445053101, 11.061796569824219, 10.808095932006836]",294375000
1000,256,"[157.83905181884765, 69.0775520324707, 64.01465797424316, 60.412957954406735, 57.640529251098634, 55.434821891784665, 53.04581470489502, 51.072554969787596, 49.46202697753906, 47.311703491210935, 45.85508861541748, 44.349669456481934, 42.62643890380859, 41.18850402832031, 39.71975517272949, 38.14748592376709, 36.859212684631345, 35.527649116516116, 34.250400161743165, 32.827453422546384, 31.838420104980468, 30.431262588500978, 29.40704698562622, 28.447387409210204, 27.19881582260132, 26.242328929901124, 25.10617790222168, 24.047220993041993, 23.043261528015137, 22.355334949493407, 21.43696870803833, 20.567406177520752, 19.686491775512696, 18.880206298828124, 18.229150009155273, 17.611013412475586, 16.858633518218994, 16.169242525100707, 15.67656922340393, 15.032846164703368, 14.455933666229248, 14.114620733261109, 13.71534285545349, 13.282042074203492, 12.890368843078614, 12.490617418289185, 12.302351093292236, 11.850993633270264, 11.526150608062744, 11.19932999610901, 10.917577600479126]",201745000
1000,192,"[156.27897720336915, 69.00041046142579, 63.99784355163574, 59.9278959274292, 57.2850118637085, 55.46550235748291, 53.20022621154785, 51.03788814544678, 48.95423984527588, 47.33288497924805, 45.665489196777344, 44.25275344848633, 42.55279426574707, 40.95750827789307, 39.627033424377444, 38.1514497756958, 36.70825824737549, 35.70903091430664, 34.313211059570314, 32.98697700500488, 31.841001319885255, 30.47889995574951, 29.418290615081787, 28.407547283172608, 27.19836139678955, 26.061372566223145, 25.146861362457276, 24.17999963760376, 23.27947607040405, 22.36645641326904, 21.447586631774904, 20.570873641967772, 19.776143074035645, 18.97386245727539, 18.279222202301025, 17.52999143600464, 16.87889461517334, 16.20477714538574, 15.649512338638306, 15.164624404907226, 14.620056295394898, 14.044795608520507, 13.675056457519531, 13.30785584449768, 12.825817537307739, 12.586777544021606, 12.227714729309081, 11.801044178009032, 11.574216175079346, 11.210247421264649, 10.805226802825928]",151505000
1000,128,"[161.61310424804688, 69.28837051391602, 63.530496788024905, 60.33859214782715, 57.454945182800294, 54.90328521728516, 53.1571985244751, 51.108652687072755, 49.05628280639648, 47.34897117614746, 46.158002853393555, 44.19727535247803, 42.46258888244629, 41.146013259887695, 39.73398323059082, 38.254224967956546, 36.76442108154297, 35.42771282196045, 34.179494857788086, 32.935079383850095, 31.833423042297362, 30.763393020629884, 29.399124813079833, 28.25529556274414, 27.40443410873413, 26.28643445968628, 25.13769416809082, 24.05367155075073, 23.148271465301512, 22.192286491394043, 21.422225570678712, 20.54296236038208, 19.644161796569826, 18.896577072143554, 18.197488689422606, 17.50608549118042, 16.78414030075073, 16.19756531715393, 15.608115625381469, 15.138096141815186, 14.487158679962159, 13.955527830123902, 13.628655242919923, 13.225773239135743, 12.94558539390564, 12.459205055236817, 12.287640571594238, 11.93725757598877, 11.443362855911255, 11.246498250961304, 10.826897859573364]",101265000
1000,96,"[289.9540596008301, 73.79423637390137, 65.36629180908203, 61.2346752166748, 58.26953353881836, 55.443235206604, 53.20767707824707, 51.257419967651366, 49.26939182281494, 47.50738525390625, 46.140793037414554, 44.39158706665039, 42.47281131744385, 41.157449913024905, 39.621748542785646, 38.15653991699219, 36.8908275604248, 35.656725311279295, 34.0920352935791, 33.02822723388672, 31.859277725219727, 30.50881156921387, 29.270592594146727, 28.34798469543457, 27.15363130569458, 26.164932250976562, 25.037496948242186, 24.223309993743896, 23.236501598358153, 22.24192342758179, 21.29841775894165, 20.53255167007446, 19.797409343719483, 19.015037536621094, 18.12838125228882, 17.57868766784668, 16.83141174316406, 16.328111505508424, 15.51726016998291, 15.075265741348266, 14.535808181762695, 14.09225354194641, 13.73295030593872, 13.164898252487182, 12.849222469329835, 12.402524375915528, 12.138959217071534, 11.810550117492676, 11.399911880493164, 11.29361515045166, 10.816266918182373]",76145000
1000,64,"[1966.7873229980469, 138.9844612121582, 95.72945251464844, 78.55662117004394, 69.15714988708496, 63.68679428100586, 59.57603130340576, 55.83510971069336, 52.85491733551025, 49.7699592590332, 47.461382675170896, 46.02935104370117, 43.89307327270508, 42.29219570159912, 40.60259742736817, 38.90113563537598, 37.403138160705566, 35.91836395263672, 34.754410934448245, 33.06820125579834, 32.042849159240724, 30.825648498535156, 29.45555372238159, 28.536667823791504, 27.33980722427368, 26.23525047302246, 25.223959922790527, 24.168163967132568, 23.15757465362549, 22.29040746688843, 21.521013832092287, 20.582287788391113, 19.766645908355713, 18.987019348144532, 18.24413251876831, 17.495732021331786, 16.838267517089843, 16.2916090965271, 15.631513738632203, 15.03271312713623, 14.543333864212036, 14.225817251205445, 13.728979778289794, 13.287134313583374, 12.866181230545044, 12.603837251663208, 12.242933654785157, 11.848599529266357, 11.509286403656006, 11.180388736724854, 10.886761617660522]",51025000
1000,32,"[16798.51767578125, 790.9775482177735, 401.8851806640625, 268.4203186035156, 202.65811157226562, 159.8925926208496, 133.00085258483887, 112.94141387939453, 99.01497077941895, 87.69940910339355, 77.88675117492676, 70.69720611572265, 64.84444770812988, 59.612601089477536, 55.25677089691162, 51.15470790863037, 47.4921838760376, 44.35945339202881, 41.65994167327881, 39.07973079681396, 37.24966583251953, 35.115065574645996, 33.15643444061279, 31.694291019439696, 30.04411973953247, 28.298918342590333, 27.09050636291504, 25.806869506835938, 24.376828575134276, 23.20973072052002, 22.538081455230714, 21.525705337524414, 20.408125782012938, 19.509883308410643, 18.678875160217284, 17.760191822052, 17.143592834472656, 16.53171091079712, 15.889469766616822, 15.34087028503418, 14.736108303070068, 14.135548496246338, 13.816877126693726, 13.398262214660644, 13.02803988456726, 12.585434579849244, 12.24926815032959, 11.867563772201539, 11.507301807403564, 11.285796976089477, 10.87282772064209]",25905000
1000,16,"[47691.3982421875, 2197.7392333984376, 1077.6003479003907, 691.4051483154296, 502.61839447021487, 389.3126449584961, 310.6902542114258, 256.23095321655273, 215.06923904418946, 184.90681838989258, 160.95447311401367, 141.94439392089845, 122.34390678405762, 108.96144676208496, 97.44707298278809, 88.09599647521972, 78.97123336791992, 71.81102676391602, 66.41336479187012, 60.199283027648924, 54.71133193969727, 50.44532871246338, 46.64132232666016, 42.99481964111328, 39.96668453216553, 37.021643447875974, 34.81007595062256, 32.0814733505249, 29.975492858886717, 28.0381028175354, 26.239388179779052, 24.599007415771485, 23.379654121398925, 21.95490837097168, 20.870512199401855, 19.662355804443358, 18.56796054840088, 17.844800758361817, 16.867367458343505, 16.26995873451233, 15.449250268936158, 14.719289064407349, 14.240008544921874, 13.735722970962524, 13.35452904701233, 12.81153383255005, 12.424589920043946, 12.164382266998292, 11.698890972137452, 11.290264320373534, 10.91202449798584]",13345000
1000,8,"[87951.518359375, 3994.0469970703125, 1975.3143249511718, 1258.3845336914062, 913.7516784667969, 699.3389099121093, 560.5506988525391, 453.1158706665039, 376.6175827026367, 319.15200958251955, 276.1299057006836, 238.81882247924804, 211.32406768798828, 182.5720443725586, 161.26126403808593, 143.70055084228517, 128.6910758972168, 114.57006530761718, 102.74385643005371, 92.52494392395019, 83.99474906921387, 76.19756164550782, 68.95576324462891, 63.17568359375, 57.12149200439453, 52.81733322143555, 48.27402954101562, 44.16460266113281, 40.66171798706055, 37.4141622543335, 34.63444137573242, 31.788061904907227, 29.623345279693602, 27.268382167816164, 25.448747539520262, 23.550475788116454, 22.02805128097534, 20.724679374694823, 19.516638565063477, 18.469111347198485, 17.247407817840575, 16.44403209686279, 15.571500825881959, 14.933524703979492, 14.17991328239441, 13.610114431381225, 13.077786254882813, 12.464941549301148, 12.144525957107543, 11.66098256111145, 11.165341186523438]",7065000
1500,784,"[184.5348866780599, 55.33173815409342, 50.7367135365804, 48.39972457885742, 45.79944381713867, 44.4172607421875, 43.07066561381022, 41.67876065572103, 40.31520970662435, 39.10150705973307, 37.93223597208659, 36.53361117045085, 35.52618115743001, 34.512078857421876, 33.27630475362142, 32.32448889414469, 31.30250097910563, 30.34071610768636, 29.294808451334635, 28.494596608479817, 27.353020032246906, 26.48338419596354, 25.647914314270018, 24.673610178629556, 23.95258140563965, 22.947204081217446, 22.038738505045572, 21.332189814249674, 20.56145502726237, 19.852006657918295, 19.166142845153807, 18.412343724568686, 17.789146423339844, 17.137756856282554, 16.390567302703857, 15.999393399556478, 15.351406574249268, 14.988827387491861, 14.525812530517578, 14.094726339975994, 13.720884291330973, 13.347719065348308, 13.066594886779786, 12.619168631235759, 12.373421796162923, 11.975331560770671, 11.787364228566487, 11.49304936726888, 11.366118590037027, 10.92011931737264, 10.768355337778727]",924337500
1500,512,"[188.4264134724935, 55.540200297037764, 50.531633631388345, 48.07601203918457, 45.948113123575844, 44.31738993326823, 42.680616760253905, 41.770459238688154, 40.179979197184245, 38.75806630452474, 37.710411580403644, 36.8786065419515, 35.44493103027344, 34.43643964131673, 33.390425491333005, 32.34368775685628, 31.334552892049153, 30.262052218119305, 29.272438049316406, 28.312200164794923, 27.39781665802002, 26.488099670410158, 25.754427337646483, 24.8027800877889, 23.705425008138022, 23.018337059020997, 22.052747917175292, 21.3169958114624, 20.6973211924235, 19.800725173950195, 19.150409253438315, 18.509982617696128, 17.800586636861166, 17.070000457763673, 16.608668740590414, 16.01970713933309, 15.434262911478678, 14.865585295359294, 14.493962383270263, 14.082098070780436, 13.64568951924642, 13.350126965840657, 12.945373280843098, 12.669488143920898, 12.358203728993734, 12.04848248163859, 11.817427603403727, 11.494376468658448, 11.304270521799724, 10.987855784098308, 10.688157176971435]",604057500
1500,374,"[187.05485127766926, 55.83248761494954, 50.62502479553223, 48.249009958902995, 45.99161542256673, 44.47762629191081, 42.836853663126625, 41.662743123372394, 40.131158447265626, 39.21800600687663, 37.533573659261066, 36.54501800537109, 35.4789986928304, 34.596876525878905, 33.54063701629639, 32.50360679626465, 31.229425557454427, 30.322833315531412, 29.156143442789713, 28.476990699768066, 27.32765375773112, 26.51125322977702, 25.76287498474121, 24.657822863260904, 23.979311498006187, 22.79694258371989, 22.136752573649087, 21.271228535970053, 20.51778570810954, 19.92623062133789, 19.131026140848796, 18.49196942647298, 17.78518924713135, 17.12973403930664, 16.483908049265544, 16.01949914296468, 15.427209091186523, 14.880280526479085, 14.4871062596639, 14.034852027893066, 13.697872098286947, 13.297611331939697, 12.878648122151693, 12.639467239379883, 12.309002494812011, 12.076068878173828, 11.856327692667643, 11.520198472340901, 11.227277151743571, 10.9736403465271, 10.701952679951985]",441562500
1500,256,"[187.42343241373698, 55.783972295125324, 51.23323338826497, 47.761562728881835, 46.195926157633465, 44.35404968261719, 43.05966682434082, 41.8457140604655, 40.11854019165039, 38.86081937154134, 37.77763608296712, 36.74670995076497, 35.262899271647136, 34.39357986450195, 33.370610046386716, 32.177343432108565, 31.437797864278156, 30.25306402842204, 29.346955998738608, 28.48809076944987, 27.44736817677816, 26.603077379862466, 25.612492688496907, 24.537281608581544, 23.748923619588215, 22.786523246765135, 22.024165153503418, 21.328262011210125, 20.63888422648112, 19.904734230041505, 19.007617823282878, 18.500160026550294, 17.780801073710123, 17.1049072265625, 16.41620740890503, 15.939975992838542, 15.527814388275146, 14.882295417785645, 14.47792517344157, 14.069168186187744, 13.6730819384257, 13.264696089426677, 12.948251024882, 12.65293582280477, 12.34841210047404, 11.986776351928711, 11.834379959106446, 11.531957689921061, 11.294206809997558, 11.035438919067383, 10.650985368092854]",302617500
1500,192,"[181.10103810628254, 55.92795753479004, 50.93905550638835, 47.65746332804362, 46.46677538553874, 44.50207049051921, 42.48155186971029, 41.205466715494794, 40.31718660990397, 39.14852396647135, 37.91211903889974, 36.721449279785155, 35.46914838155111, 34.26111310323079, 33.412479146321616, 32.40132490793864, 31.287398910522462, 30.253061803181968, 29.368779691060386, 28.529622395833332, 27.36207326253255, 26.468132400512694, 25.4806915918986, 24.666120847066242, 23.73200403849284, 22.878024864196778, 22.128219159444175, 21.384752082824708, 20.586290740966795, 19.811497243245444, 19.10999253590902, 18.418713188171388, 17.65166447957357, 17.163692220052084, 16.541512743631998, 15.967042509714762, 15.492145347595216, 14.964998531341553, 14.363960234324137, 14.054635270436604, 13.592677402496339, 13.229094441731771, 12.988637002309163, 12.636383469899496, 12.248038578033448, 12.067644659678141, 11.820001888275147, 11.480408668518066, 11.318850231170654, 10.965076224009197, 10.75818681716919]",227257500
1500,128,"[186.5298838297526, 55.76616668701172, 50.688815689086915, 48.176116689046225, 46.10378456115723, 44.56224873860677, 42.70353673299154, 41.575443267822266, 40.373036829630536, 39.09280179341634, 37.76109771728515, 36.72867774963379, 35.50893414815267, 34.23565305074056, 33.50791778564453, 32.20625699361165, 31.507876714070637, 30.177911949157714, 29.43663132985433, 28.35796546936035, 27.33332176208496, 26.544732920328777, 25.602272097269694, 24.714358965555828, 23.765143140157065, 22.92794024149577, 22.12719790140788, 21.350959650675456, 20.634751065572104, 19.77963333129883, 19.264064407348634, 18.3849281946818, 17.728462791442873, 17.182367261250814, 16.4903271039327, 15.966490904490152, 15.496578979492188, 14.988492647806803, 14.57548058827718, 14.122956275939941, 13.545313962300618, 13.260134061177572, 13.006097507476806, 12.632560348510742, 12.316911888122558, 12.163812828063964, 11.816057523091635, 11.576499398549398, 11.320129871368408, 10.993415959676106, 10.793109544118245]",151897500
1500,96,"[197.96307779947918, 56.77100296020508, 51.021664174397785, 48.33886426289876, 46.05163129170736, 44.37463188171387, 42.86870180765788, 41.30481325785319, 40.091024271647136, 39.14189198811849, 37.70618807474772, 36.91648902893066, 35.372901916503906, 34.47997500101725, 33.52122561136881, 32.49338747660319, 31.342986170450846, 30.294681040445962, 29.241098976135255, 28.32690321604411, 27.472678438822427, 26.33671023050944, 25.58693161010742, 24.741264152526856, 23.85025666554769, 22.862275950113933, 21.985385767618816, 21.35244172414144, 20.577478663126627, 19.800584856669108, 19.122090784708657, 18.363845443725587, 17.81868120829264, 17.210655657450356, 16.62288122177124, 15.954728190104166, 15.394467767079671, 14.923175875345866, 14.459621938069661, 14.102677822113037, 13.707935937245686, 13.346229139963786, 12.800294748942058, 12.74515733718872, 12.354136689503987, 12.086437225341797, 11.776300557454427, 11.598474979400635, 11.24083620707194, 10.977871195475261, 10.762032095591227]",114217500
1500,64,"[753.490791829427, 77.32683181762695, 60.9765380859375, 54.21920560201009, 50.00659739176432, 46.9113047281901, 44.87845420837402, 43.005629221598305, 41.531721369425455, 39.791241836547854, 38.549146270751955, 37.241858037312824, 36.039157994588216, 35.08974990844727, 33.84900919596354, 32.63538678487142, 31.60304857889811, 30.426571973164876, 29.269047927856445, 28.457586987813315, 27.487808481852213, 26.486825243631998, 25.567759704589843, 24.71310869852702, 23.810907745361327, 23.001303799947102, 22.05416819254557, 21.37446511586507, 20.563379542032877, 19.826381619771322, 19.10077673594157, 18.521220270792643, 17.723233032226563, 16.96346124013265, 16.451367314656576, 15.777334690093994, 15.428463776906332, 14.976347096761067, 14.479045136769612, 13.949700546264648, 13.577483399709065, 13.295307032267253, 12.897037823994955, 12.684971523284911, 12.405098660786946, 12.131676737467448, 11.81651430130005, 11.463536771138509, 11.347455914815267, 11.002378590901692, 10.728763421376547]",76537500
