,epoch,sigma,name,St_EV,St_EV_std,St_EV_rev,St_EV_rev_std,Dt_EV,Dt_EV_std,Dt_EV_rev,Dt_EV_rev_std,St_Var,St_Var_std,Dt_Var,Dt_Var_std
770,999999,1.0,gmm_5_mode_64_rank,0.968241011405341,0.011897777724029822,0.9682579502586679,0.011440968182898617,0.963631836003915,0.01405199510347264,0.9619531195751667,0.015561417695336326,1002.8673710579787,46.09307043901202,851.4158522305296,50.54123224424541
771,999999,1.0,gmm_5_mode_96_rank,0.969350126845044,0.010827996372765405,0.9689663931820135,0.01059569211003515,0.9649143547663472,0.01280567247100367,0.9633725007431275,0.01419154801538671,990.8037028504464,45.272963900748486,852.7894126801931,50.25207853749002
772,999999,1.0,gmm_5_mode_128_rank,0.9696270254411627,0.010623754829059862,0.9690516002461588,0.010468700661444534,0.9652358688670457,0.01255224698987289,0.9637232119946049,0.013911385897635381,984.7337827198926,44.99907166836979,853.0686950515387,50.244945537886565
773,999999,1.0,gmm_5_mode_256_rank,0.9697737661358871,0.010497999042796156,0.9689374120452292,0.010447780581550645,0.9654052782252377,0.01240645836896632,0.9639088162148469,0.013753768249177881,976.5582405479033,44.61472817618228,853.24120670097,50.21933396233034
774,999999,1.0,gmm_5_mode_512_rank,0.9697837106765611,0.010491015672517543,0.9688746605993681,0.010467749269052426,0.9654168232914138,0.012397978656574219,0.9639215368808125,0.013745246176885946,974.3099098612681,44.54237751133283,853.2578475748387,50.21780526020308
775,999999,1.0,gmm_5_mode_768_rank,0.969783734152698,0.010490979237743232,0.9688736132141,0.01046804371839769,0.965416850449071,0.01239793358420827,0.963921568617876,0.013745197891640144,974.2760647961884,44.54008176820177,853.257882826548,50.217633048744986
776,999999,1.0,gmm_5_mode_1024_rank,0.9697837362317161,0.010490980706397509,0.9688734523055349,0.010468098528950849,0.9654168527476028,0.012397935193440563,0.9639215711978175,0.013745199437777725,974.2709482077996,44.539845884229734,853.2578892726174,50.21763405017546
777,999999,1.0,gmm_10_mode_8_rank,0.9328666246426985,0.03698571375384233,0.9394232641975703,0.030787678573288495,0.9228321327070672,0.043429785560317125,0.9148347115418992,0.05068710393898329,1092.864503600115,61.14459730989575,816.4198767364226,58.759165496107876
778,999999,1.0,gmm_10_mode_16_rank,0.9534672650985114,0.026253581097210453,0.9565215470129266,0.022986990086555775,0.9465073183586783,0.030883495772164416,0.9425485880010402,0.03505876836841671,1060.2550795175077,53.92731185042791,836.3649567246,54.304361515973184
779,999999,1.0,gmm_10_mode_32_rank,0.9675507639096872,0.01619231944530072,0.9685068719788371,0.01502405920384213,0.9627341501306568,0.01913746913844028,0.9608699034371253,0.021023669427053523,1028.1273425885454,47.96007899828401,850.6945620239278,50.142273579126915
780,999999,1.0,gmm_10_mode_64_rank,0.972982386474371,0.011542520586852569,0.9729877504895369,0.011187747141779246,0.9690105747733189,0.013690160170341172,0.9677725273717301,0.014927131130878268,1002.3160379136898,45.58799720605975,856.740846381232,48.5204401900867
