,epoch,sigma,name,St_EV,St_EV_std,St_EV_rev,St_EV_rev_std,Dt_EV,Dt_EV_std,Dt_EV_rev,Dt_EV_rev_std,St_Var,St_Var_std,Dt_Var,Dt_Var_std
0,0,0.01,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,59035.3046875,18717.6640625,3692.302734375,1170.6004638671875
1,0,0.01,mean isotropic,-5274888.0,1242670.75,0.0008104912121780217,0.00010038752225227654,0.15660402178764343,0.19874820113182068,-4.207700729370117,1.9808592796325684,308741472256.0,117424971776.0,592.380615234375,0.00010085041867569089
2,0,0.01,mean + std isotropic,0.8214859962463379,0.06430280953645706,0.7739647030830383,0.0928228497505188,1.0,2.5754847143844017e-08,1.0,2.5754847143844017e-08,48298.8515625,18369.7109375,3692.80810546875,1170.7186279296875
3,0,0.01,gaussian,-381.1382141113281,170.55787658691406,0.0015370314940810204,0.0016554027097299695,0.9999389052391052,2.7269881684333086e-05,0.99993896484375,2.7301404770696536e-05,20685776.0,7081174.0,3692.99462890625,1171.33544921875
4,0,0.01,gaussian regularize,-189.7193603515625,92.56411743164062,0.0018600497860461473,0.0032436565961688757,0.9999695420265198,1.4799985365243629e-05,0.9999695420265198,1.481381605117349e-05,10379493.0,4216146.0,3693.18017578125,1171.347412109375
5,0,0.01,gmm delta,-2319.03515625,846.0280151367188,0.00030832248739898205,0.00043958096648566425,0.999629020690918,0.00013526050315704197,0.9996291995048523,0.00013526038674172014,122961088.0,1583564.875,3694.059814453125,1171.576416015625
6,0,0.01,gmm_20_mode,-1355.9603377020585,498.85552748039646,0.00046290690547063295,0.0002691347016653525,0.999783041433653,7.97554946149929e-05,0.9997830982680193,7.978614960591366e-05,71959157.02529347,6750256.977391885,3693.6714922830397,1171.5302891808842
7,0,0.01,gmm_10_mode,-926.1887235000089,370.63366231091135,0.0007281708966400424,0.00039761591207107896,0.9998517551533607,5.925885762016553e-05,0.9998517807169482,5.928785762678477e-05,49044150.01656167,6519982.29431384,3693.3948434519707,1171.5184275851918
8,0,0.01,gmm_5_mode,-573.702690209704,235.9707516602718,0.0012169898359278924,0.0007732625782919773,0.9999081129821984,3.7727675162780304e-05,0.9999081232217983,3.774581396267653e-05,30154072.995049894,3306796.509389361,3693.1652308283674,1171.4352864939628
9,0,0.01,gmm_2_mode,-386.0878316439834,147.3547802853752,0.0016054299955479343,0.0015156756618865301,0.9999381098604391,2.355992169527142e-05,0.999938113668339,2.3578599733204515e-05,20734319.223095946,3972886.0301592704,3693.053662244556,1171.3723969549249
10,0,0.01,gmm_1_mode,-332.0654582215186,149.99523217462186,0.0016332734564486915,0.0018883509047294674,0.9999467471063208,2.3982930739853307e-05,0.9999467472426662,2.4010235658924956e-05,18050284.60679984,6356041.210641337,3693.023093637121,1171.337180285891
11,0,0.02,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,59847.70703125,19919.927734375,3741.01806640625,1245.12353515625
12,0,0.02,mean isotropic,-340682.75,82666.0625,0.0031937919557094574,0.00041510799201205373,0.12797194719314575,0.21162444353103638,-4.440971374511719,2.1136951446533203,20208308224.0,7847715328.0,592.380615234375,9.213261364493519e-05
13,0,0.02,mean + std isotropic,0.8227759003639221,0.0673278421163559,0.7826523780822754,0.0894821435213089,0.9999995231628418,1.7891100867473142e-07,0.9999995231628418,1.7881879443848447e-07,50461.68359375,19596.341796875,3742.90234375,1245.6287841796875
14,0,0.02,gaussian,-174.40017700195312,69.78699493408203,0.0035801203921437263,0.003292897017672658,0.9995510578155518,0.00017863021639641374,0.9995511770248413,0.00017919701349455863,9527450.0,2401762.25,3744.61279296875,1248.4267578125
15,0,0.02,gaussian regularize,-131.12420654296875,53.42063522338867,0.003788616508245468,0.004322920460253954,0.9996618032455444,0.00013673743524122983,0.9996619820594788,0.0001371534017380327,7192004.5,1959554.375,3744.89990234375,1248.4437255859375
16,0,0.02,gmm delta,-576.2652587890625,222.3736114501953,0.0012514886911958456,0.0009992922423407435,0.9985224008560181,0.0005691727856174111,0.9985246658325195,0.0005697438609786332,30737448.0,377978.8125,3748.06689453125,1249.0506591796875
17,0,0.02,gmm_20_mode,-393.6014899013966,152.03039145870156,0.0017532384341600535,0.0009760543101439456,0.9989899725677598,0.00038913070328488184,0.9989910267485129,0.0003898280905616794,21047817.60188847,1804967.4380162305,3746.6950095376687,1249.0693946876338
18,0,0.02,gmm_10_mode,-297.20674913716687,121.35245566983575,0.002370940441103162,0.0012727909638527665,0.9992367052594425,0.0003106115495930145,0.9992372967472546,0.00031127352179053855,15881471.890784837,1460128.2149563886,3745.823196238196,1248.9953645945916
19,0,0.02,gmm_5_mode,-226.66560825163043,90.77320906728697,0.003066713495626724,0.0018902086458655759,0.9994172635695926,0.00023234071469400492,0.9994176227021676,0.00023282304118663294,12099356.905910522,773225.9240260373,3745.1867466788754,1248.7455072631485
20,0,0.02,gmm_2_mode,-182.01072294636782,68.6503670665102,0.0035504224373269725,0.002941228564197259,0.9995315625373862,0.0001757166776434706,0.9995317870100587,0.00017616756351221128,9863914.95051127,1505393.4892338344,3744.791797425229,1248.5616734989649
21,0,0.02,gmm_1_mode,-167.2221762414539,67.02643528125886,0.003623072912637473,0.0034273734297115403,0.9995694150592892,0.00017156207497061798,0.9995695711281603,0.000172107856862734,9140494.323473027,2326844.071085094,3744.647256951648,1248.4288609119817
22,0,0.05,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,59041.9453125,19509.349609375,3690.3818359375,1219.4014892578125
