,epoch,sigma,name,St_EV,St_EV_std,St_EV_rev,St_EV_rev_std,Dt_EV,Dt_EV_std,Dt_EV_rev,Dt_EV_rev_std,St_Var,St_Var_std,Dt_Var,Dt_Var_std,St_residual,St_rev_residual,Dt_residual,Dt_rev_residual
0,0,0.01,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,51290.09375,21405.84765625,3206.814453125,1338.3331298828125,0.0,0.0,0.0,0.0
1,0,0.01,mean isotropic,-5740148.5,883864.25,0.0008098632097244263,6.382774154189974e-05,0.08191145956516266,0.14141613245010376,-12.736607551574707,5.964967727661133,292637900800.0,127072673792.0,212.86273193359375,2.4779705199762248e-05,5740149.5,0.9991901367902756,0.9180885404348373,13.736607551574707
2,0,0.01,mean + std isotropic,0.9169546365737915,0.04222642257809639,0.9205420017242432,0.037566810846328735,1.0,7.46517514471634e-09,1.0,7.46517514471634e-09,53035.66015625,23029.767578125,3206.859130859375,1338.3289794921875,0.0830453634262085,0.07945799827575684,0.0,0.0
3,0,0.01,gaussian,-781.0518798828125,372.30609130859375,0.0014002590905874968,0.0008775112801231444,0.9998749494552612,5.955034066573717e-05,0.9998748898506165,5.961166607448831e-05,33561504.0,1912187.875,3207.27099609375,1339.3902587890625,782.0518798828125,0.9985997409094125,0.00012505054473876953,0.00012511014938354492
4,0,0.01,gaussian regularize,-305.14300537109375,144.1044921875,0.0022844800259917974,0.00221537915058434,0.9999510049819946,2.304838017153088e-05,0.9999510645866394,2.30669102165848e-05,13176648.0,939360.625,3207.480224609375,1339.39111328125,306.14300537109375,0.9977155199740082,4.8995018005371094e-05,4.89354133605957e-05
5,0,0.01,gmm_1_mode,-685.6834727736061,326.54438274079934,0.0015070181986946859,0.0009979533374169125,0.9998901719036302,5.2226713193893026e-05,0.9998901588131983,5.228579183559859e-05,29477697.805923477,1717306.1771380526,3207.293616192005,1339.3904122648255,686.6834727736061,0.9984929818013053,0.00010982809636983504,0.00010984118680168464
6,0,0.01,gmm_2_mode,-1051.8428734334493,537.7704961976884,0.0009644637996275777,0.000496434227460308,0.9998316079204408,8.601091157983419e-05,0.9998315967103418,8.61041192097361e-05,44794085.52333057,3935418.021159538,3207.471768969775,1339.3980909526151,1052.8428734334493,0.9990355362003724,0.00016839207955920976,0.00016840328965816997
7,0,0.01,gmm_5_mode,-1664.053937828172,790.343659221919,0.0005792246645281822,0.00031754902910572855,0.9997336903244269,0.00012640955274772014,0.9997337128428552,0.00012650418597911865,71655278.06747577,8904978.668866314,3207.7948867373966,1339.4083141732494,1665.053937828172,0.9994207753354718,0.00026630967557306207,0.00026628715714482887
8,0,0.01,gmm_10_mode,-2032.2047803453247,915.4233442831601,0.0004710046403254139,0.00024917442623068216,0.9996748092476261,0.00014641012237316182,0.999674858511028,0.00014651594338522023,87916672.55948333,4419889.212264654,3207.9522306655003,1339.4128849305937,2033.2047803453247,0.9995289953596745,0.00032519075237391615,0.0003251414889720028
9,0,0.01,gmm_20_mode,-2219.238208722312,1005.9896446980619,0.000453050966735106,0.00020989975175908206,0.9996448951487921,0.00016089536889085724,0.9996449581526249,0.00016099424617247853,95810586.24021742,3286151.4080054783,3207.9751446415994,1339.3565779125336,2220.238208722312,0.9995469490332649,0.00035510485120793245,0.0003550418473751149
10,0,0.01,gmm delta,-2862.993896484375,1349.4085693359375,0.00043798983097076416,0.000384501094231382,0.9995419383049011,0.00021581837791018188,0.9995419979095459,0.0002159200084861368,122780400.0,1679332.0,3207.978515625,1339.400146484375,2863.993896484375,0.9995620101690292,0.00045806169509887695,0.00045800209045410156
11,0,0.02,EDM,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48879.875,20464.111328125,3054.9267578125,1278.9666748046875,0.0,0.0,0.0,0.0
12,0,0.02,mean isotropic,-366360.21875,59497.3984375,0.003197251819074154,0.0002643319603521377,0.06209395453333855,0.15233734250068665,-12.398717880249023,5.903724193572998,17882537984.0,7878771712.0,212.8627166748047,2.0649446014431305e-05,366361.21875,0.9968027481809258,0.9379060454666615,13.398717880249023
13,0,0.02,mean + std isotropic,0.9115937352180481,0.04611385613679886,0.916818380355835,0.040735822170972824,0.9999997615814209,1.216960896499586e-07,0.9999997615814209,1.218391219026671e-07,51722.3125,22788.0546875,3055.002685546875,1278.886474609375,0.0884062647819519,0.08318161964416504,2.384185791015625e-07,2.384185791015625e-07
14,0,0.02,gaussian,-302.2751159667969,145.7852325439453,0.004077646881341934,0.0022169481962919235,0.9992235898971558,0.00037320496630854905,0.9992232322692871,0.00037505070213228464,12482492.0,603222.4375,3056.6904296875,1283.1019287109375,303.2751159667969,0.9959223531186581,0.0007764101028442383,0.0007767677307128906
15,0,0.02,gaussian regularize,-214.85665893554688,102.83772277832031,0.004762697033584118,0.003096177475526929,0.9994474053382874,0.0002632617542985827,0.999447226524353,0.0002644840569701046,8900130.0,503667.5,3056.958984375,1283.1031494140625,215.85665893554688,0.9952373029664159,0.0005525946617126465,0.0005527734756469727
16,0,0.02,gmm_1_mode,-291.0077203860324,140.24023726966212,0.004151329490670867,0.002300946453768184,0.9992524475805611,0.00035901157386691163,0.9992520791884612,0.00036077662219635595,12020910.629058097,590915.2073327876,3056.7153241411843,1283.1020708357155,292.0077203860324,0.9958486705093291,0.0007475524194389127,0.0007479208115388492
